id,title,budget,revenue,release_date,popularity,vote_average,runtime,top_casts_popularity_avg,casts_popularity_sum,top_cast_popularity,top_crews_popularity_avg,crews_popularity_sum,top_crew_popularity
31514.0,À Nous la Liberté,,,1931,4.927,7.041,95.0,1.3671428571428572,16.935,1.96,1.0584285714285715,11.609,1.4
84298.0,Arrowsmith,,,1931,1.944,6.667,108.0,4.130428571428572,67.81700000000001,7.258,2.3261428571428575,23.778999999999996,3.807
87306.0,Transatlantic,,,1931,1.651,5.3,78.0,2.798142857142857,33.563,5.275,1.4424285714285714,12.497,2.26
875.0,Shanghai Express,,,1932,7.894,6.944,82.0,3.467285714285714,39.049,9.467,1.8832857142857142,14.383,5.122
84299.0,Bad Girl,100000.0,1100000.0,1931,2.679,5.8,90.0,2.6875714285714287,19.413,7.979,0.9554285714285713,9.688,2.268
42669.0,Five Star Final,310000.0,822000.0,1931,2.237,6.7,89.0,3.9801428571428574,46.737,9.306,1.5232857142857141,12.463,2.955
31313.0,Grandhotel,,,2006,0.652,3.5,97.0,1.7801428571428572,13.661,3.668,1.4,1.4,1.4
43145.0,One Hour with You,,,1932,2.402,6.9,80.0,3.2307142857142854,31.431,5.289,1.7298571428571428,17.099,2.371
31409.0,The Smiling Lieutenant,,,1931,3.455,7.1,89.0,3.1189999999999993,30.506,5.289,1.7278571428571432,22.287000000000006,2.181
106112.0,Flowers and Trees,15887.0,,1932,6.447,6.718,8.0,4.7202,23.601,8.597,4.107285714285714,42.94800000000001,7.974
100315.0,It's Got Me Again!,,,1932,0.825,5.367,7.0,,,,1.5021428571428572,11.163,2.717
134360.0,Mickey's Orphans,,,1931,2.181,5.806,7.0,4.401666666666666,13.205,7.974,2.959,23.518000000000004,7.693
173864.0,The Loud Mouth,,,1932,0.6,,20.0,1.00525,4.021,1.62,1.4,1.4,1.4
44892.0,The Music Box,,,1932,6.729,7.616,29.0,3.234428571428571,24.229,7.85,1.6982857142857142,14.288,2.705
173861.0,Scratch-As-Catch-Can,,,1931,0.912,3.0,19.0,3.3778571428571427,25.445,10.152,0.836,4.18,1.4
233374.0,Stout Hearts and Willing Hands,,,1931,0.841,,20.0,2.6634285714285717,34.87,3.9,0.6859999999999999,1.3719999999999999,0.772
173751.0,Screen Souvenirs,,,1932,0.6,6.0,10.0,,,,,,
173753.0,Swing High,,,1932,0.6,5.8,10.0,0.8436,4.218,1.4,0.98,0.98,0.98
173750.0,Wrestling Swordfish,,,1931,1.127,,8.0,,,,1.0374999999999999,2.0749999999999997,1.38
173749.0,Lady and Gent,,,1932,0.991,5.8,84.0,4.510571428571429,33.374,21.272,0.6,2.4,0.6
91961.0,The Star Witness,,,1931,1.4,6.9,68.0,2.7521428571428577,35.719,4.816,1.6299999999999997,14.41,4.816
56724.0,What Price Hollywood?,411676.0,,1932,2.668,6.704,88.0,2.594714285714286,37.527,4.032,1.5712857142857144,20.916000000000004,2.371
104211.0,Berkeley Square,,,1933,0.915,5.222,84.0,2.732,29.318,4.738,1.0537142857142856,16.976,1.4
43122.0,The Private Life of Henry VIII,,,1933,3.85,6.436,90.0,5.023857142857142,60.98800000000001,7.492,1.392,16.274,1.714
29740.0,I Am a Fugitive from a Chain Gang,195845.0,,1932,8.564,7.886,92.0,2.555285714285714,63.23,4.066,1.6131428571428568,16.582,2.955
31777.0,Morning Glory,,,1933,4.498,6.3,74.0,4.014571428571428,35.711000000000006,12.77,1.7575714285714283,23.601000000000006,2.775
43130.0,Lady for a Day,,,1933,4.403,7.2,96.0,4.174142857142857,57.608,9.527,1.4589999999999999,10.812999999999999,4.054
39192.0,Cavalcade,,,2005,1.428,4.5,90.0,6.577285714285713,54.858,15.702,1.38,1.38,1.38
54635.0,When Ladies Meet,,,1941,0.6,6.7,105.0,4.029,31.005,9.6,1.8445714285714285,16.8,2.913
22649.0,A Farewell to Arms,,,1932,8.146,6.282,89.0,4.009571428571428,36.365,13.323,1.6312857142857144,25.509000000000004,2.268
174116.0,Reunion in Vienna,,,1933,1.255,8.0,98.0,3.513285714285714,28.799999999999997,6.654,1.8867142857142858,17.579,2.913
50070.0,The Sign of the Cross,,,1932,5.108,6.3,124.0,5.671714285714286,61.958999999999996,12.77,2.855428571428572,30.870000000000005,5.355
3062.0,42nd Street,439000.0,2281000.0,1933,8.771,6.935,89.0,3.809714285714285,51.196999999999996,5.666,1.593,16.967000000000002,2.223
43595.0,She Done Him Wrong,200000.0,2200000.0,1933,5.478,5.892,66.0,3.8567142857142858,65.591,7.866,1.8548571428571432,21.967000000000006,3.744
84303.0,Smilin' Through,,,1932,1.629,6.75,98.0,2.3124285714285713,23.645999999999997,3.76,1.6492857142857142,18.723,2.074
27686.0,State Fair,,,1945,4.411,6.745,100.0,5.662285714285715,54.916,10.237,1.8044285714285715,20.67,2.595
161836.0,Building a Building,,,1933,2.809,6.242,7.0,4.006666666666667,12.020000000000001,7.974,3.709857142857143,27.169000000000004,7.974
87951.0,The Merry Old Soul,,,1933,0.981,5.7,8.0,,,,0.7354285714285714,6.348,0.98
119417.0,The Three Little Pigs,,,1998,1.713,5.8,50.0,0.6659999999999999,1.3319999999999999,0.732,0.714,1.428,0.828
233641.0,Mister Mugg,,,1933,0.6,,20.0,,,,0.982,0.982,0.982
233642.0,A Preferred List,,,1933,0.6,,20.0,,,,0.652,0.652,0.652
233638.0,So This Is Harris!,,,1933,0.797,5.2,28.0,1.9675999999999998,9.838,3.41,0.7599999999999999,2.28,0.84
233644.0,Krakatoa,,,1933,0.6,,23.0,1.38,1.38,1.38,0.6,1.7999999999999998,0.6
165509.0,Menu,,,1933,2.108,5.4,10.0,1.18225,4.729,1.534,1.182,4.728,1.4
202986.0,The Sea,,,2013,0.99,6.8,86.0,16.591,131.252,30.739,1.4130000000000003,8.478,1.96
31511.0,Gold Diggers of 1933,433000.0,3200000.0,1933,8.442,7.219,97.0,7.186428571428573,75.80199999999999,12.099,1.7182857142857142,23.634999999999998,2.955
9587.0,Little Women,18000000.0,50083616.0,1994,16.948,7.299,115.0,26.02542857142857,309.35400000000004,37.739,1.9038571428571431,56.669999999999995,3.51
13634.0,One Way Passage,350000.0,1108000.0,1932,2.182,7.3,68.0,2.899,36.151,5.61,1.321,14.215,1.661
95854.0,The Prizefighter and the Lady,,,1933,1.416,5.25,102.0,2.9458571428571427,22.709,6.918,0.9101428571428569,6.3709999999999996,1.4
43132.0,Rasputin and the Empress,,,1932,1.864,5.714,121.0,3.5628571428571427,53.08099999999999,7.02,1.8331428571428572,17.059000000000005,3.075
3078.0,It Happened One Night,325000.0,4500000.0,1934,12.666,7.885,105.0,5.983,130.365,12.435,2.218,22.608,4.016
112951.0,The Affairs of Cellini,,,1934,1.391,5.167,80.0,4.894285714285714,58.329,9.527,1.317857142857143,17.950000000000003,2.456
3529.0,The Thin Man,226408.0,1423000.0,1934,7.609,7.5,91.0,5.158,96.20799999999998,8.406,1.9161428571428571,26.294,2.473
43905.0,Of Human Bondage,,,1934,7.707,6.459,83.0,4.578571428571429,51.241,11.723,1.7668571428571431,20.423000000000002,2.464
43693.0,The Barretts of Wimpole Street,820000.0,1258000.0,1934,2.125,6.3,109.0,4.9631428571428575,44.39,8.406,1.677857142857143,16.656000000000006,2.074
43689.0,The Merry Widow,,,1934,2.804,7.068,99.0,4.4107142857142865,79.974,11.38,1.469,15.812999999999999,1.935
34148.0,Imitation of Life,,,1959,14.063,7.491,125.0,9.506,144.078,11.819,2.2152857142857143,48.175,4.812
43604.0,Viva Villa!,,,1934,2.555,6.235,115.0,3.4285714285714284,40.161,4.633,1.4311428571428573,10.617999999999999,3.075
8095.0,Cleopatra,44000000.0,71000000.0,1963,37.369,7.088,248.0,10.554714285714285,175.71000000000004,16.695,2.1685714285714286,47.027,3.093
111310.0,Operator 13,,,1934,1.535,5.7,82.0,5.730857142857142,66.515,13.323,2.0377142857142863,23.576,4.546
72936.0,Eskimo,,,2003,0.6,10.0,105.0,,,,,,
46910.0,The Lost Patrol,,,1934,2.717,6.448,73.0,3.1977142857142864,28.051000000000002,6.461,2.454857142857143,22.650000000000002,4.689
84097.0,One Night of Love,733150.0,2500000.0,1934,1.602,5.8,84.0,2.9124285714285714,46.943999999999996,4.819,1.2124285714285714,20.225000000000005,1.96
28293.0,Flying Down to Rio,,,1933,5.732,6.25,89.0,3.1342857142857143,51.376999999999995,5.284,1.670142857142857,21.73300000000001,2.775
28288.0,The Gay Divorcee,520000.0,,1934,6.928,6.939,107.0,3.093857142857143,34.959,5.158,2.124714285714286,64.35099999999998,4.38
111582.0,She Loves Me Not,,,1934,0.883,5.0,85.0,2.346857142857143,29.798,4.535,1.0832857142857144,8.183,2.54
84100.0,Flirtation Walk,,,1934,2.083,5.6,97.0,3.775,38.05,8.299,1.8960000000000001,19.729,2.268
