,id,original_title,budget,revenue,release_date,popularity.1,vote_average,runtime,top_casts_popularity_avg,casts_popularity_sum,top_cast_popularity,top_crews_popularity_avg,crews_popularity_sum,top_crew_popularity,percentage_revenue,Won
155,441,Human Nature,6000000.0,1600000.0,2001.0,10.102,6.0,96.0,18.61885714,201.715,24.815,5.814142857,54.728,11.073,26.67,False
156,445,Caché,8731048.0,36000000.0,2005.0,10.561,7.071,117.0,5.790428571,75.157,11.686,1.932714286,24.039,3.087,412.32,False
157,451,Leaving Las Vegas,3600000.0,49800000.0,1995.0,24.224,7.266,111.0,31.75014286,404.386,82.701,6.246285714,133.132,7.619,1383.33,True
158,452,Idioterne,2500000.0,7235.0,1998.0,18.777,6.489,117.0,7.024857143,83.996,13.178,5.042428571,42.475,10.257,0.29,False
159,453,A Beautiful Mind,60000000.0,313542341.0,2001.0,38.87,7.854,135.0,42.44514286,407.225,125.403,10.65114286,204.054,20.098,522.57,True
160,454,Romeo + Juliet,14500000.0,147298761.0,1996.0,29.562,6.798,120.0,35.996,412.733,77.271,5.612428571,152.216,9.373,1015.85,False
161,455,Bend It Like Beckham,3500159.0,76578641.0,2002.0,17.293,6.3,112.0,17.16614286,138.124,37.58,5.523857143,54.865,18.405,2187.86,False
162,462,Erin Brockovich,52000000.0,256271286.0,2000.0,27.576,7.42,131.0,17.67142857,248.512,23.813,10.59928571,194.263,38.183,492.83,True
163,467,The Hole,,7819851.0,2001.0,13.187,6.2,102.0,15.416,128.963,37.58,1.942428571,23.039,4.311,187.66,False
164,470,21 Grams,20000000.0,60427839.0,2003.0,19.605,7.346,124.0,19.09657143,245.111,35.47,4.428571429,126.215,7.987,302.14,False
165,473,Pi,60000.0,3221152.0,1998.0,17.106,7.119,84.0,7.168714286,71.929,18.938,6.505285714,80.345,10.843,5368.59,False
166,479,Shaft,46000000.0,107626125.0,2000.0,20.753,5.976,99.0,29.99,456.484,51.265,8.079428571,110.609,10.026,233.97,False
167,489,Good Will Hunting,10000000.0,225933435.0,1997.0,52.093,8.147,127.0,31.77585714,312.632,59.415,19.25142857,260.056,59.415,2259.33,True
168,492,Being John Malkovich,13000000.0,22863596.0,1999.0,17.166,7.415,113.0,23.24057143,311.416,36.303,5.491571429,65.791,11.073,175.87,False
169,496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,18000000.0,262552893.0,2006.0,15.771,6.749,84.0,5.669571429,42.687,17.005,7.882285714,81.67,9.897,1458.63,False
170,497,The Green Mile,60000000.0,286801374.0,1999.0,124.903,8.506,189.0,32.41871429,421.73,99.618,13.201,170.348,20.194,478.0,False
171,500,Reservoir Dogs,1200000.0,2859750.0,1992.0,39.783,8.141,99.0,21.11571429,192.227,29.418,13.63714286,171.85,27.939,238.31,False
172,503,Poseidon,160000000.0,181674817.0,2006.0,21.263,5.836,98.0,23.192,248.923,43.219,8.297142857,237.246,11.691,113.55,False
173,504,Monster,8000000.0,60378584.0,2003.0,19.752,7.247,110.0,26.936,234.273,76.23,12.17457143,217.8,47.987,754.73,True
174,507,Killing Zoe,1500000.0,418961.0,1993.0,11.098,6.264,96.0,13.43428571,110.707,21.557,7.278571429,54.056,27.939,27.93,False
175,508,Love Actually,40000000.0,244931766.0,2003.0,21.343,7.103,135.0,40.28585714,758.627,91.438,5.827,250.724,8.558,612.33,False
176,509,Notting Hill,42000000.0,363889678.0,1999.0,26.119,7.263,124.0,20.599,301.383,25.369,5.873571429,54.42,8.558,866.4,False
177,512,Scoop,4000000.0,31584901.0,2006.0,16.935,6.592,96.0,31.65414286,406.076,55.876,6.325285714,109.129,14.465,789.62,False
178,522,Ed Wood,18000000.0,5887457.0,1994.0,13.697,7.505,127.0,21.61757143,383.343,41.794,7.420857143,112.259,16.77,32.71,True
179,524,Casino,52000000.0,116112375.0,1995.0,27.639,8.017,179.0,23.68671429,294.765,57.826,6.894857143,145.743,15.775,223.29,False
180,527,Once Were Warriors,,1608570.0,1994.0,12.823,7.36,99.0,8.786142857,69.717,25.409,1.854714286,16.583,8.675,187.66,False
