,id,original_title,budget,revenue,release_date,popularity.1,vote_average,runtime,top_casts_popularity_avg,casts_popularity_sum,top_cast_popularity,top_crews_popularity_avg,crews_popularity_sum,top_crew_popularity,percentage_revenue,Won
2330,12177,The Love Guru,62000000.0,40854735.0,2008.0,10.448,4.163,87.0,26.933,312.531,43.943,9.590714286,151.726,22.242,65.89,False
2331,12178,Miss Pettigrew Lives for a Day,,16724933.0,2008.0,11.293,6.8,88.0,23.07357143,195.243,32.011,2.245571429,31.407,4.15,187.66,False
2332,12180,Star Wars: The Clone Wars,8500000.0,68282844.0,2008.0,21.896,6.1,98.0,18.87957143,168.654,51.265,5.747571429,57.568,10.994,803.33,False
2333,12182,Nick and Norah's Infinite Playlist,9000000.0,33556631.0,2008.0,14.078,6.5,89.0,16.93528571,226.693,22.347,4.135571429,38.76,8.001,372.85,False
2334,12184,The Other Boleyn Girl,35000000.0,78269970.0,2008.0,19.98,6.643,115.0,41.25271429,421.718,55.876,3.979571429,110.274,9.449,223.63,False
2335,12187,Heart and Souls,,16589540.0,1993.0,14.219,6.982,104.0,19.96371429,243.462,42.394,3.512142857,79.932,6.429,187.66,False
2336,12192,Pathology,8000000.0,,2008.0,12.214,5.611,95.0,12.69857143,129.837,22.965,5.645,130.312,19.695,187.66,False
2337,12193,Four Christmases,80000000.0,164112721.0,2008.0,17.76,5.804,88.0,25.77,397.547,32.878,12.06685714,105.024,30.32,205.14,False
2338,12201,Edge of Darkness,80000000.0,81126522.0,2010.0,11.828,6.336,117.0,16.81985714,203.111,30.765,4.416857143,133.013,5.806,101.41,False
2339,12205,仄暗い水の底から,4000000.0,1686839.0,2002.0,12.097,6.756,101.0,6.335285714,68.52,12.801,1.985,16.895,3.807,42.17,False
2340,12207,醉拳二,10000000.0,11555430.0,1994.0,23.014,7.408,102.0,17.98757143,158.647,54.247,11.71542857,87.108,54.247,115.55,False
2341,12211,Highlander: Endgame,25000000.0,15843608.0,2000.0,9.989,4.838,87.0,19.99371429,153.375,73.521,2.786,85.989,3.656,63.37,False
2342,12212,Urban Legends: Final Cut,14000000.0,38574362.0,2000.0,22.953,4.845,98.0,18.13314286,179.467,25.915,4.045428571,105.992,10.436,275.53,False
2343,12219,12 Angry Men,1750000.0,,1997.0,11.682,7.7,117.0,15.477,157.884,27.178,3.381571429,36.443,5.334,187.66,False
2344,12220,The Story of Us,50000000.0,58900031.0,1999.0,12.211,6.0,96.0,17.59728571,158.643,36.681,7.546,85.002,17.722,117.8,False
2345,12222,Horton Hears a Who!,85000000.0,298572799.0,2008.0,34.209,6.484,86.0,31.231,480.215,44.533,3.054428571,47.57,4.041,351.26,False
2346,12225,Cashback,,2294291.0,2006.0,19.847,7.0,102.0,10.93685714,149.311,16.225,1.606714286,55.772,1.96,187.66,False
2347,12228,Inside Deep Throat,2000000.0,653621.0,2005.0,15.598,6.647,90.0,11.594,113.951,19.951,4.414285714,37.364,20.098,32.68,False
2348,12229,The Acid House,900000.0,142783.0,1998.0,8.504,6.255,106.0,6.219428571,70.851,9.999,1.338,42.966,2.68,15.86,False
2349,12238,The Night Flier,1000000.0,91549.0,1997.0,11.88,6.0,93.0,3.168857143,27.676,8.803,4.798571429,68.465,15.258,9.15,False
2350,12241,Curdled,2300000.0,49620.0,1996.0,10.696,5.926,88.0,21.58514286,174.776,30.154,5.045571429,40.907,27.939,2.16,False
2351,12244,9,30000000.0,48428063.0,2009.0,41.366,6.893,79.0,31.15971429,230.935,125.403,5.602,174.636,16.77,161.43,False
2352,12245,The Oxford Murders,14100000.0,,2008.0,10.259,5.92,107.0,14.91671429,134.983,29.126,1.901857143,16.763,3.412,187.66,False
2353,12246,Монгол,18000000.0,26527510.0,2007.0,21.17,6.719,125.0,4.086857143,41.316,12.438,1.861,49.506,1.988,147.38,False
2354,12251,Mo' Money,17000000.0,40227006.0,1992.0,8.97,5.5,97.0,13.64414286,124.519,34.023,5.765857143,42.727,12.896,236.63,False
2355,12253,Biker Boyz,24000000.0,23510601.0,2003.0,12.689,6.185,110.0,24.31085714,258.148,54.756,1.724285714,23.871,4.624,97.96,False
2356,12271,Factory Girl,7000000.0,,2006.0,7.978,6.036,90.0,25.402,276.899,53.826,1.982571429,32.408,3.273,187.66,False
2357,12277,Undercover Brother,25000000.0,41604473.0,2002.0,11.219,5.845,86.0,15.27114286,167.7,25.006,2.680428571,35.479,4.613,166.42,False
2358,12279,Spy Kids 3-D: Game Over,38000000.0,197011982.0,2003.0,33.844,5.078,84.0,34.70971429,501.574,43.16,6.296142857,50.177,6.8,518.45,False
2359,12280,The Paper,6000000.0,48400000.0,1994.0,9.64,6.62,112.0,22.64742857,350.585,28.339,5.688571429,45.696,20.098,806.67,False
2360,12289,赤壁,80341000.0,250100000.0,2008.0,18.479,7.157,146.0,10.84785714,128.116,16.779,4.491142857,57.356,7.644,311.3,False
2361,12312,Joe Somebody,38000000.0,24516772.0,2001.0,10.694,5.735,99.0,21.67414286,195.489,28.299,3.256857143,62.087,5.102,64.52,False
2362,12400,Redbelt,7000000.0,,2008.0,10.255,6.364,99.0,18.61385714,238.214,28.299,5.258714286,162.338,7.66,187.66,False
2363,12403,A Perfect Getaway,14000000.0,22852638.0,2009.0,15.693,6.3,98.0,30.77542857,249.848,63.39,4.619857143,150.629,6.555,163.23,False
2364,12405,Slumdog Millionaire,15000000.0,378410542.0,2008.0,29.447,7.734,120.0,7.808,124.309,9.998,2.671,66.038,6.487,2522.74,True
2365,12412,Miracle at St. Anna,45000000.0,9323833.0,2008.0,10.385,6.135,160.0,26.22857143,474.611,54.329,3.123714286,31.78,6.183,20.72,False
2366,12429,崖の上のポニョ,41677699.0,202404009.0,2008.0,59.983,7.737,100.0,4.832285714,60.206,8.81,6.801714286,112.318,11.146,485.64,False
2367,12435,The Nanny Diaries,20000000.0,47817020.0,2007.0,18.03,6.356,106.0,24.89685714,278.577,55.876,3.034285714,132.749,4.27,239.09,False
2368,12437,Underworld: Rise of the Lycans,35000000.0,92158961.0,2009.0,32.735,6.489,92.0,18.38071429,169.118,32.177,3.603714286,65.5,5.327,263.31,False
2369,12444,Harry Potter and the Deathly Hallows: Part 1,250000000.0,954305868.0,2010.0,130.156,7.767,146.0,154.5812857,1864.401,831.818,6.405285714,159.583,9.768,381.72,False
2370,12445,Harry Potter and the Deathly Hallows: Part 2,125000000.0,1341511219.0,2011.0,149.066,8.11,130.0,158.7001429,1777.724,831.818,6.390571429,163.719,9.768,1073.21,False
2371,12454,All or Nothing,9000000.0,,2002.0,7.742,7.119,128.0,12.37142857,176.236,20.3,2.746,34.557,5.638,187.66,False
2372,12473,The Visitor,4000000.0,18197518.0,2007.0,13.746,7.151,104.0,9.688857143,69.716,22.051,3.359571429,35.805,6.054,454.94,False
2373,12483,Riding the Bullet,5000000.0,,2004.0,9.601,5.061,98.0,14.28271429,128.058,22.648,8.075714286,64.855,20.194,187.66,False
2374,12484,The Forsaken,5000000.0,,2001.0,11.925,5.318,91.0,7.988142857,67.546,10.024,1.871857143,17.085,3.095,187.66,False
2375,12488,The Gingerbread Man,25000000.0,1677131.0,1998.0,9.35,5.7,114.0,27.58242857,260.399,42.394,2.342857143,28.196,4.138,6.71,False
2376,12496,たそがれ清兵衛,5000000.0,7338987.0,2002.0,15.259,7.752,129.0,12.805,104.81,56.363,1.599571429,16.776,2.588,146.78,False
2377,12498,Sling Blade,1200000.0,34100000.0,1996.0,15.878,7.547,135.0,14.27114286,135.71,28.339,8.215428571,72.524,16.87,2841.67,True
2378,12499,Fathers' Day,85000000.0,35598376.0,1997.0,8.789,5.5,99.0,14.72642857,167.209,28.03,3.890714286,48.727,6.16,41.88,False
2379,12508,Rock Star,57000000.0,19334145.0,2001.0,11.239,6.721,105.0,25.07642857,287.527,48.807,22.93614286,299.738,61.897,33.92,False
2380,12509,Pollock,6000000.0,10994533.0,2000.0,6.657,6.689,122.0,38.68071429,361.529,125.403,12.91428571,110.442,40.611,183.24,True
2381,12518,Honeymoon in Vegas,25000000.0,35208854.0,1992.0,10.637,5.6,96.0,26.10085714,258.784,82.701,2.384428571,57.331,4.402,140.84,False
2382,12519,Sirens,,7770731.0,1994.0,12.183,5.701,98.0,16.64328571,135.917,36.165,1.587428571,65.061,1.96,187.66,False
2383,12520,The Last Supper,,442965.0,1995.0,11.866,6.636,92.0,20.94214286,200.258,43.051,1.702142857,17.923,3.682,187.66,False
2384,12524,Titus,,2259680.0,1999.0,9.902,6.551,162.0,18.53185714,215.466,32.48,3.393428571,32.378,9.373,187.66,False
2385,12538,Senseless,,13035599.0,1998.0,15.816,6.133,93.0,21.50971429,217.154,40.779,3.218857143,29.736,7.921,187.66,False
2386,12542,Belly of the Beast,14000000.0,,2003.0,10.919,4.9,91.0,11.58071429,105.954,20.794,7.645428571,62.91,20.794,187.66,False
2387,12556,Ghosts of Girlfriends Past,37500000.0,102223269.0,2009.0,18.048,5.951,115.0,21.96328571,274.999,43.577,3.216571429,35.001,4.525,272.6,False
2388,12561,ゴジラvsデストロイア,10000000.0,18000000.0,1995.0,11.246,7.759,103.0,2.640142857,39.381,3.188,1.656,21.792,2.895,180.0,False
2389,12569,Extract,8000000.0,10848783.0,2009.0,9.892,5.8,92.0,35.03471429,361.931,65.676,4.975428571,45.536,11.254,135.61,False
2390,12572,"New York, I Love You",14700000.0,14603177.0,2008.0,12.567,5.9,103.0,42.53457143,650.074,76.23,19.34514286,211.113,50.77,99.34,False
2391,12573,A Serious Man,7000000.0,31430334.0,2009.0,10.749,6.766,106.0,14.67728571,144.821,24.046,5.590571429,91.527,7.756,449.0,False
2392,12589,Jimmy Neutron: Boy Genius,25000000.0,80936232.0,2001.0,19.771,5.914,83.0,14.76757143,180.279,23.285,4.953142857,64.3,6.62,323.74,False
2393,12590,Below,40000000.0,2622015.0,2002.0,16.247,6.057,105.0,15.46771429,171.443,25.594,6.833,153.689,10.843,6.56,False
2394,12594,Wishmaster 2: Evil Never Dies,2500000.0,,1999.0,19.319,5.404,96.0,12.10314286,147.46,19.328,3.72,93.21,6.091,187.66,False
2395,12596,Pushing Tin,33000000.0,8408835.0,1999.0,10.338,5.83,124.0,21.165,193.962,45.183,2.179857143,44.433,5.263,25.48,False
2396,12597,Hellraiser: Inferno,2000000.0,,2000.0,20.251,5.432,99.0,9.758571429,119.171,15.939,3.996714286,43.373,5.656,187.66,False
2397,12599,劇場版ポケットモンスター 幻のポケモン ルギア爆誕,30000000.0,163649270.0,1999.0,28.471,6.6,84.0,8.891571429,120.666,12.173,2.586714286,50.542,4.809,545.5,False
2398,12600,劇場版ポケットモンスター セレビィ 時を超えた遭遇,,28023563.0,2001.0,28.747,6.433,75.0,8.641428571,138.994,12.173,2.254714286,29.53,4.809,187.66,False
2399,12609,"Hjælp, jeg er en fisk",18000000.0,5595327.0,2000.0,16.366,6.629,80.0,7.470285714,72.144,18.257,1.777857143,20.063,3.038,31.09,False
2400,12610,Osmosis Jones,75000000.0,13596911.0,2001.0,16.209,6.504,95.0,21.97371429,196.161,54.756,6.614714286,102.266,10.304,18.13,False
2401,12616,One Night Stand,24000000.0,2642983.0,1997.0,8.836,5.8,102.0,19.13485714,207.439,32.318,2.611285714,25.826,7.415,11.01,False
2402,12618,Random Hearts,64000000.0,74608570.0,1999.0,12.443,5.523,133.0,21.76942857,394.429,37.206,4.542,47.247,10.209,116.58,False
2403,12620,The House Bunny,25000000.0,70442940.0,2008.0,20.775,5.66,97.0,23.13728571,284.564,38.591,10.86571429,107.479,38.272,281.77,False
2404,12621,Hamlet 2,9000000.0,4886216.0,2008.0,8.963,5.9,92.0,14.93542857,145.364,25.502,1.786714286,16.847,3.724,54.29,False
2405,12634,The Big Bounce,50000000.0,6808550.0,2004.0,12.877,4.9,88.0,24.095,191.691,67.261,1.666857143,15.434,2.29,13.62,False
2406,12636,ゴジラ×メカゴジラ,8500000.0,16000000.0,2002.0,9.616,7.388,88.0,3.188571429,25.448,4.56,0.99,8.13,1.712,188.24,False
2407,12657,Soul Plane,16000000.0,14822346.0,2004.0,25.788,5.346,86.0,25.60185714,292.735,42.831,3.295142857,29.618,11.454,92.64,False
2408,12658,Someone Like You...,23000000.0,38689940.0,2001.0,14.35,5.973,97.0,21.57057143,195.042,26.106,5.507285714,52.539,19.153,168.22,False
2409,12660,Charlotte Gray,,741394.0,2001.0,13.102,6.052,121.0,135.2351429,1000.017,831.818,2.75,36.358,4.652,187.66,False
2410,12661,Undercover Blues,,12416686.0,1993.0,10.359,6.1,90.0,20.99357143,202.619,46.211,2.322857143,18.989,3.052,187.66,False
2411,12665,Powder,9500000.0,30862156.0,1995.0,41.032,6.882,111.0,14.74771429,125.194,28.502,2.985,23.535,5.421,324.86,False
2412,12683,Alone in the Dark 2,4600000.0,,2008.0,6.753,3.775,88.0,14.27157143,131.047,24.677,2.043714286,14.906,4.878,187.66,False
2413,12685,BloodRayne: The Third Reich,10000000.0,,2010.0,13.574,3.961,79.0,11.59742857,113.68,15.533,2.257857143,35.036,3.063,187.66,False
2414,12689,"Angus, Thongs and Perfect Snogging",,14924998.0,2008.0,12.611,6.436,100.0,10.58957143,78.939,36.388,5.624,60.006,18.405,187.66,False
2415,12690,Appaloosa,20000000.0,20211394.0,2008.0,13.74,6.574,115.0,20.81485714,178.675,40.611,18.60357143,165.828,40.611,101.06,False
2416,12699,Hellraiser: Hellworld,5000000.0,,2005.0,20.997,4.823,91.0,19.72485714,144.588,51.605,5.529142857,46.432,18.405,187.66,False
2417,12700,Dominion: Prequel to The Exorcist,30000000.0,251495.0,2005.0,19.483,5.316,117.0,8.437857143,79.144,23.96,3.196,33.627,5.695,0.84,False
2418,12703,The Brown Bunny,10000000.0,365734.0,2004.0,15.487,5.4,93.0,6.088,36.528,17.588,12.123,118.788,12.123,3.66,False
2419,12706,Croupier,,7071143.0,1998.0,13.1,6.769,94.0,12.30828571,94.868,30.132,1.417285714,11.121,3.147,187.66,False
2420,12720,自殺サークル,250000.0,,2001.0,10.016,6.582,99.0,5.151857143,51.351,6.131,1.583285714,13.483,3.301,187.66,False
2421,12723,Inventing the Abbotts,,5926128.0,1997.0,11.964,6.3,110.0,40.49171429,341.843,125.403,6.543285714,136.996,20.098,187.66,False
2422,12763,Take the Lead,30000000.0,65742992.0,2006.0,32.323,6.882,108.0,13.38385714,141.627,35.513,5.754285714,47.289,30.079,219.14,False
2423,12767,Cold Creek Manor,,29119434.0,2003.0,14.045,5.361,118.0,25.296,212.91,46.211,3.107571429,59.364,4.739,187.66,False
2424,12771,Serving Sara,29000000.0,16930185.0,2002.0,14.988,5.354,100.0,19.229,241.96,34.495,3.635428571,29.942,14.244,58.38,False
2425,12772,Leap of Faith,,23369283.0,1992.0,9.526,5.717,108.0,23.78614286,220.992,91.438,1.502285714,12.628,3.289,187.66,False
2426,12778,Greedy,,13145977.0,1994.0,8.402,6.2,113.0,19.62614286,241.535,26.079,3.549571429,29.635,5.676,187.66,False
2427,12779,Swept Away,10000000.0,598645.0,2002.0,12.1,4.867,89.0,15.53157143,124.331,45.161,10.54542857,98.25,25.192,5.99,False
2428,12780,少年黃飛鴻之鐵馬騮,11000000.0,14681661.0,1993.0,12.378,7.435,90.0,13.46542857,117.563,64.056,4.235571429,38.038,8.963,133.47,False
2429,12783,The Duchess,17759769.0,43306325.0,2008.0,12.301,6.97,110.0,18.52142857,195.207,33.557,1.747428571,53.592,2.744,243.85,True
2430,12795,Another Gay Movie,500000.0,745327.0,2006.0,13.018,6.045,92.0,5.703714286,60.766,13.611,2.424857143,26.114,6.65,149.07,False
2431,12797,Ghost Town,20000000.0,27090159.0,2008.0,9.2,6.545,102.0,19.59942857,242.667,26.106,5.924285714,151.798,16.818,135.45,False
2432,12819,Alpha and Omega,20000000.0,50500000.0,2010.0,16.552,5.879,88.0,26.32042857,253.044,76.23,1.609857143,15.837,3.261,252.5,False
2433,12834,Leaves of Grass,9000000.0,1034214.0,2009.0,10.344,6.0,104.0,30.60214286,281.013,55.961,16.33885714,159.47,30.237,11.49,False
2434,12837,The Secret Life of Bees,11000000.0,38105395.0,2008.0,15.118,7.466,114.0,18.76314286,192.675,36.889,9.425428571,81.465,35.066,346.41,False
2435,12912,Chaos Theory,,240476.0,2008.0,10.528,6.315,87.0,21.11042857,204.014,77.716,1.698857143,23.153,2.18,187.66,False
2436,12914,Stargate: Continuum,7000000.0,,2008.0,17.497,7.1,98.0,15.31357143,151.929,19.988,2.661142857,102.0,3.574,187.66,False
2437,13001,Stargate: The Ark of Truth,7000000.0,8900000.0,2008.0,13.794,7.2,101.0,17.46457143,186.665,40.604,2.020285714,93.908,3.472,127.14,False
2438,13006,Split Second,7000000.0,5430822.0,1992.0,12.768,5.9,90.0,10.33314286,103.536,17.963,3.409,30.791,6.844,77.58,False
2439,13008,An American Crime,2000000.0,,2007.0,16.73,7.313,97.0,23.57142857,253.472,38.701,5.324,62.381,16.409,187.66,False
2440,13012,Felon,2900000.0,,2008.0,14.875,7.18,103.0,21.70528571,253.543,46.476,6.150142857,79.225,23.049,187.66,False
2441,13018,Deception,25000000.0,18024545.0,2008.0,15.203,5.91,107.0,25.012,290.175,36.123,8.107285714,95.46,28.237,72.1,False
2442,13019,Young People Fucking,1500000.0,,2007.0,7.997,5.7,90.0,7.796428571,66.843,16.54,1.996714286,18.177,5.622,187.66,False
2443,13022,Rogue,20000000.0,4609644.0,2007.0,18.605,6.444,99.0,21.77385714,167.575,92.303,2.159142857,37.402,4.582,23.05,False
2444,13025,Diary of the Dead,2000000.0,5540941.0,2007.0,14.156,5.576,95.0,18.59671429,246.479,26.927,14.49128571,150.93,26.927,277.05,False
2445,13027,Eagle Eye,80000000.0,178800000.0,2008.0,20.488,6.433,118.0,30.61314286,492.494,44.563,10.36857143,209.589,33.237,223.5,False
2446,13051,Max Payne,35000000.0,85416905.0,2008.0,21.903,5.356,100.0,26.491,281.767,65.703,2.947142857,54.863,5.112,244.05,False
2447,13053,Bolt,150000000.0,309979994.0,2008.0,46.885,6.5,98.0,31.20257143,385.746,69.107,4.466571429,148.519,6.996,206.65,False
2448,13056,Punisher: War Zone,20500000.0,10089373.0,2008.0,22.45,5.771,102.0,15.11842857,142.982,25.24,6.135571429,122.444,13.788,49.22,False
2449,13059,The Signal,50000.0,249905.0,2008.0,8.6,5.868,103.0,2.524714286,19.966,5.431,3.34,36.414,4.375,499.81,False
2450,13073,Palindromes,,809686.0,2004.0,7.704,6.272,100.0,9.947,83.744,22.022,1.833714286,17.036,4.079,187.66,False
2451,13078,The Babysitters,,44852.0,2008.0,28.747,5.919,88.0,28.03242857,266.202,68.313,9.819142857,133.584,54.329,187.66,False
2452,13079,The Life Before Her Eyes,8000000.0,,2007.0,15.328,6.011,90.0,19.30157143,166.322,37.809,3.15775,12.631,6.782,187.66,False
2453,13090,Sunshine Cleaning,5000000.0,16174377.0,2008.0,10.027,6.587,91.0,25.19128571,223.28,47.299,1.016428571,9.515,1.473,323.49,False
2454,13092,How to Lose Friends & Alienate People,27000000.0,17286299.0,2008.0,17.454,5.978,110.0,31.68357143,490.693,57.259,2.933714286,65.743,6.388,64.02,False
2455,13098,Paid in Full,,3090862.0,2002.0,10.884,6.872,93.0,11.67957143,110.521,16.53,3.102857143,35.256,6.726,187.66,False
2456,13107,Henry Poole Is Here,,1829917.0,2008.0,7.551,6.0,99.0,11.63557143,105.91,15.457,2.687,44.883,3.817,187.66,False
2457,13121,Teeth,2000000.0,2340110.0,2007.0,13.927,5.322,94.0,7.304,68.482,15.598,2.480571429,25.139,3.301,117.01,False
2458,13150,Pride and Glory,30000000.0,31200557.0,2008.0,14.492,6.383,130.0,24.09685714,367.244,42.332,4.681571429,116.798,7.273,104.0,False
2459,13153,Rapid Fire,10000000.0,14356479.0,1992.0,10.912,6.405,95.0,10.58771429,176.887,15.087,6.506428571,107.799,9.952,143.56,False
2460,13159,Georgia Rule,20000000.0,25000167.0,2007.0,12.619,5.97,113.0,19.32014286,203.312,29.405,2.430285714,25.48,4.537,125.0,False
2461,13160,Over Her Dead Body,10000000.0,,2008.0,10.523,5.543,95.0,21.35685714,233.135,48.495,2.386714286,19.987,5.283,187.66,False
2462,13162,Blind Dating,,834457.0,2006.0,7.8,6.0,99.0,21.24785714,163.417,80.49,5.245857143,82.352,12.231,187.66,False
2463,13166,Freddy Got Fingered,14000000.0,14343028.0,2001.0,7.723,4.594,87.0,19.38928571,253.778,36.076,3.924857143,42.813,5.195,102.45,False
2464,13168,Smiley Face,,179381.0,2007.0,14.469,6.046,84.0,22.12485714,282.351,41.271,2.873142857,51.823,3.654,187.66,False
2465,13171,The Ex,,5178640.0,2006.0,8.022,5.095,90.0,30.42385714,339.279,54.399,3.082714286,54.296,6.782,187.66,False
2466,13173,The Ten,5250000.0,785528.0,2007.0,11.9,4.907,96.0,29.01542857,501.051,48.495,17.64842857,140.002,48.495,14.96,False
2467,13177,Battle in Seattle,8000000.0,908847.0,2007.0,12.396,6.356,99.0,34.07985714,404.148,49.406,8.306285714,107.278,10.875,11.36,False
2468,13179,Tinker Bell,48000000.0,,2008.0,36.963,6.835,78.0,18.64257143,200.771,40.792,2.989857143,44.832,6.996,187.66,False
2469,13183,Watchmen,130000000.0,185258983.0,2009.0,38.298,7.325,163.0,22.09728571,543.626,38.398,6.906857143,169.958,18.894,142.51,False
2470,13184,Bangkok Dangerous,45000000.0,42487390.0,2008.0,15.276,5.161,99.0,14.42057143,106.666,82.701,15.93128571,143.98,82.701,94.42,False
2471,13186,Wrong Turn 2: Dead End,4000000.0,,2007.0,64.093,6.037,96.0,9.297857143,109.343,13.103,3.762,70.117,7.218,187.66,False
2472,13191,"War, Inc.",5000000.0,1296184.0,2008.0,10.291,5.579,106.0,17.77714286,160.878,22.258,5.779,23.116,21.088,25.92,False
2473,13193,Saved!,5000000.0,10100000.0,2004.0,11.527,6.422,92.0,18.23214286,180.001,26.146,1.881285714,21.487,4.219,202.0,False
2474,13195,Flawless,20000000.0,6819587.0,2007.0,13.289,6.6,108.0,18.38157143,158.433,32.345,2.547142857,22.386,4.396,34.1,False
2475,13200,Red,2500000.0,,2008.0,15.471,6.594,93.0,19.60814286,181.295,34.653,6.6,129.101,34.653,187.66,False
2476,13203,Son in Law,,36448200.0,1993.0,9.194,6.0,95.0,14.89042857,123.96,25.911,3.443,70.035,4.888,187.66,False
2477,13207,Friday the 13th,19000000.0,91509154.0,2009.0,30.943,5.736,97.0,15.37914286,178.116,28.658,5.637285714,75.936,17.079,481.63,False
2478,13220,Splinter,,124191.0,2008.0,14.588,6.106,82.0,9.461333333,56.768,22.46,2.431,72.236,6.782,187.66,False
2479,13223,Gran Torino,33000000.0,269958228.0,2008.0,28.459,8.001,116.0,15.24528571,153.684,50.802,16.40442857,180.534,50.802,818.06,False
2480,13225,FernGully: The Last Rainforest,24000000.0,32710894.0,1992.0,15.905,6.306,76.0,18.18271429,187.017,29.719,3.072285714,43.613,5.621,136.3,False
2481,13243,Meet Bill,5000000.0,346592.0,2007.0,12.228,6.115,97.0,32.84257143,274.582,64.058,6.991857143,59.283,19.946,6.93,False
2482,13249,Seraphim Falls,18000000.0,1220058.0,2006.0,12.31,6.41,115.0,33.85042857,317.022,91.438,2.611,74.316,5.665,6.78,False
2483,13250,Butterfly on a Wheel,20000000.0,,2007.0,12.466,6.368,95.0,26.34257143,230.369,62.667,10.59628571,84.267,62.667,187.66,False
2484,13251,The Walker,10000000.0,590416.0,2007.0,6.416,5.1,108.0,20.92528571,169.742,44.687,2.534571429,24.024,5.651,5.9,False
2485,13252,Cleaner,25000000.0,5796630.0,2007.0,15.631,6.026,88.0,26.19485714,250.304,51.265,10.86628571,146.69,51.265,23.19,False
2486,13256,Mutant Chronicles,8000000.0,2131057.0,2008.0,9.883,5.182,111.0,21.26785714,185.012,43.051,1.808285714,30.683,2.592,26.64,False
2487,13258,Son of Rambow,4913400.0,10871449.0,2007.0,10.252,6.733,96.0,16.64885714,149.021,35.299,2.511142857,23.68,4.79,221.26,False
2488,13260,Semi-Pro,,33472850.0,2008.0,8.243,5.622,91.0,20.77357143,285.435,44.687,3.486428571,35.161,5.34,187.66,False
2489,13275,Annapolis,26000000.0,17496992.0,2006.0,33.102,6.604,108.0,13.821,122.71,28.619,4.131714286,34.016,12.422,67.3,False
2490,13279,Lakeview Terrace,20000000.0,27640028.0,2008.0,15.887,5.9,110.0,23.12785714,184.7,51.265,8.218714286,128.482,35.066,138.2,False
2491,13291,Traitor,22000000.0,23530831.0,2008.0,10.63,6.6,114.0,22.06414286,188.978,35.337,9.148,80.135,19.961,106.96,False
2492,13300,Hell Ride,,194287.0,2008.0,8.011,5.3,84.0,14.39671429,175.47,15.467,5.548285714,44.427,26.382,187.66,False
2493,13310,Låt den rätte komma in,4000000.0,10785801.0,2008.0,13.268,7.523,114.0,2.308571429,26.276,3.165,2.573142857,26.882,6.548,269.65,False
2494,13312,À l'intérieur,3000000.0,,2007.0,12.079,6.7,79.0,5.277142857,44.457,10.923,1.514857143,26.393,1.642,187.66,False
2495,13335,Harold & Kumar Escape from Guantanamo Bay,12000000.0,43493123.0,2008.0,17.932,6.269,107.0,16.52628571,233.038,21.54,3.155857143,43.607,4.46,362.44,False
2496,13341,Bad News Bears,30000000.0,34252847.0,2005.0,17.769,5.881,113.0,13.17714286,173.318,29.53,3.229,27.574,4.386,114.18,False
2497,13345,西遊記第壹佰零壹回之月光寶盒,,3237520.0,1995.0,14.708,7.4,88.0,9.995285714,78.793,25.232,3.248571429,27.88,4.606,187.66,False
2498,13358,A Dennis the Menace Christmas,2000000.0,,2007.0,12.587,5.5,83.0,11.07285714,111.772,17.679,1.496142857,15.783,5.037,187.66,False
2499,13360,Highlander: The Source,13000000.0,,2007.0,12.033,4.028,86.0,5.720571429,48.59,8.209,1.847428571,14.732,8.209,187.66,False
2500,13363,The Man from Earth,200000.0,,2007.0,16.465,7.628,87.0,8.590571429,65.572,13.229,1.526571429,12.542,3.391,187.66,False
2501,13364,Deliver Us from Evil,,201275.0,2006.0,8.227,7.194,101.0,1.039285714,7.275,3.675,0.81525,3.261,0.887,187.66,False
2502,13369,Empire,4000000.0,18591272.0,2002.0,8.61,6.1,90.0,19.02557143,179.724,57.499,2.312571429,39.584,5.152,464.78,False
2503,13370,A Mighty Wind,6000000.0,18750246.0,2003.0,9.454,6.84,91.0,18.44914286,277.702,25.637,7.092571429,69.749,14.587,312.5,False
2504,13373,Millions,,11782282.0,2004.0,12.074,6.334,98.0,5.712142857,69.344,10.228,3.285714286,34.593,5.147,187.66,False
2505,13374,Ice Princess,25000000.0,27645491.0,2005.0,12.119,6.383,98.0,16.91442857,171.122,28.058,3.584142857,60.624,9.685,110.58,False
2506,13376,Eight Crazy Nights,,23833131.0,2002.0,12.212,5.169,76.0,40.56328571,403.071,115.717,9.375571429,134.676,38.272,187.66,False
2507,13378,Mickey's Twice Upon a Christmas,10000000.0,,2004.0,18.893,7.0,68.0,9.748428571,113.845,11.177,2.124285714,31.251,2.465,187.66,False
2508,13387,Transporter 3,30000000.0,108979549.0,2008.0,27.266,6.139,104.0,26.774,235.351,123.947,9.744857143,126.108,15.914,363.27,False
2509,13389,Righteous Kill,60000000.0,79498846.0,2008.0,13.443,5.918,101.0,30.72771429,321.037,59.348,2.844,80.099,3.711,132.5,False
2510,13394,Shrek the Halls,60000000.0,,2007.0,24.618,6.317,28.0,19.62442857,159.319,35.513,3.187285714,31.031,6.774,187.66,False
2511,13401,The Accidental Husband,,22707064.0,2008.0,12.625,5.505,90.0,22.83085714,276.739,41.326,7.983,63.128,35.397,187.66,False
2512,13405,黃石的孩子,40000000.0,7785317.0,2008.0,9.853,6.721,125.0,24.27557143,171.829,86.057,1.211714286,12.682,3.912,19.46,False
