Index,id,original_title,popularity,budget,revenue,release_date,popularity,vote_average,runtime,top_casts_popularity_avg,casts_popularity_sum,top_cast_popularity,top_crews_popularity_avg,crews_popularity_sum,top_crew_popularity
10662,227700,Anna,9.417,4357373,1200000,2013,11.009,6.51,99,20.02985714,176.699,32.011,2.461428571,28.784,5.108
10663,227707,The Adventurer: The Curse of the Midas Box,14.031,25000000,6399,2013,15.489,5.698,99,19.89085714,175.492,36.131,1.349285714,25.304,1.794
10664,227719,Project Almanac,33.366,12000000,33213241,2015,31.793,6.682,106,9.792,95.098,22.939,5.446142857,92.063,17.124
10665,227735,Dolphin Tale 2,11.541,36000000,52424533,2014,13.052,7,107,17.57285714,202.898,67.261,5.394428571,54.164,11.564
10666,227738,Mortadelo y Filemón contra Jimmy el Cachondo,14.068,10000000,,2014,11.131,6.63,91,2.310571429,25.945,3.633,1.207428571,13.852,2.136
10667,227783,The Nut Job,16.843,42000000,122529966,2014,17.674,5.755,85,31.74,268.195,77.831,0.858285714,6.608,1.388
10668,227859,The Book of Daniel,39.225,,,2013,40.097,7.25,88,4.439285714,39.796,13.463,2.6595,10.638,5.293
10669,227973,The Peanuts Movie,21.044,99000000,246233113,2015,17.999,6.861,88,6.829142857,74.707,15.402,2.859142857,143.932,5.994
10670,228066,Victor Frankenstein,14.551,40000000,34227298,2015,15.365,5.919,109,26.68214286,265.205,61.505,2.489714286,76.462,4.375
10671,228088,De Superman à Spider-Man: L'aventure des super-héros,16.632,,,2001,17.215,6.5,100,36.62614286,632.015,57.499,1.104,9.528,1.788
10672,228108,The Road Within,9.175,,,2014,9.136,6.953,100,17.21685714,132.884,47.562,1.021714286,7.752,2.602
10673,228150,Fury,98.622,68000000,211817906,2014,102.244,7.512,135,28.725,301.243,44.563,9.213857143,141.786,36.303
10674,228161,Home,39.23,135000000,368871007,2015,39.191,6.78,94,11.502,86.65,17.963,3.196142857,160.851,4.986
10675,228165,The SpongeBob Movie: Sponge Out of Water,47.449,74000000,311594032,2015,43.858,6,93,23.36271429,334.92,38.654,5.205,124.245,6.481
10676,228194,The Hundred-Foot Journey,16.357,22000000,88880821,2014,13.08,7.305,122,9.034,99.837,28.045,8.369571429,118.55,31.171
10677,228203,"McFarland, USA",12.321,,45710059,2015,13.64,7.39,128,18.65214286,203.123,67.824,1.780142857,16.113,5.648
10678,228205,The Longest Ride,20.644,34000000,63013281,2015,21.206,7.602,128,16.398,155.596,21.622,4.107428571,50.405,6.031
10679,228326,The Book of Life,40.1,50000000,97437106,2014,38.211,7.532,95,39.25571429,493.754,101.525,6.340714286,178.377,21.278
10680,228805,名探偵コナン・絶海の探偵,13.641,,,2013,16.369,6.6,110,8.537714286,101.167,12.948,2.789285714,77.886,4.112
10681,228967,The Interview,35.683,44000000,12342632,2014,40.38,6.179,113,24.464,298.79,43.577,8.938428571,167.583,14.642
10682,228968,Kidnapping Mr. Heineken,15.783,,2633527,2015,15.354,6.018,95,24.87357143,205.044,92.303,2.385,78.23,4.7
10683,228970,Wild,10.101,15000000,52501541,2014,14.596,7.015,115,13.10014286,176.538,20.238,4.517285714,82.292,19.123
10684,228973,Backcountry,14.532,,,2014,16.35,5.835,92,9.51725,38.069,16.071,1.956285714,17.346,4.419
10685,229182,The Harvest,8.45,,,2015,7.549,5.989,104,13.05785714,100.955,22.772,2.467285714,25.959,7.464
10686,229296,Justin Bieber's Believe,8.381,,,2013,9.6,7.314,92,11.42842857,131.762,28.478,2.736428571,30.514,5.737
10687,229297,Magic in the Moonlight,10.329,16800000,51029361,2014,10.357,6.495,98,21.38728571,199.196,43.577,5.493428571,114.451,11.14
10688,229304,한공주,8.546,,,2014,7.368,7.4,112,5.539857143,55.155,8.57,0.938142857,11.967,2.156
10689,229408,Minions: Training Wheels,8.965,,,2013,11.094,6.972,4,9.470285714,66.292,30.416,1.999571429,13.997,4.373
10690,229839,Grave Halloween,8.127,,,2013,9.022,4.6,89,6.759714286,49.808,14.649,2.182428571,29.917,4.698
10691,229979,Necessary Evil: Super-Villains of DC Comics,8.432,,,2013,9.222,6.8,99,17.58871429,135.856,35.72,0.6796,3.398,0.799
10692,230179,Big Game,19.044,8500000,7500000,2014,17.869,5.465,90,17.51428571,140.471,45.38,2.878571429,103.327,5.743
10693,230222,Tarzan,15.992,,44095996,2013,13.747,5.674,94,9.888571429,89.451,17.933,1.373285714,11.517,2.228
10694,230266,Miss Julie,10.632,5500000,5000000,2014,6.601,5.681,130,18.14025,72.561,28.838,4.226714286,37.223,11.575
10695,230652,Pirates of the Caribbean: Tales of the Code: Wedlocked,8.296,,,2011,12.222,6.758,10,8.658,64.51,31.738,7.1285,28.514,13.842
10696,230726,노브레싱,9.284,,,2013,8.657,6.676,118,11.23257143,102.447,31.317,0.776714286,7.237,1.166
10697,230887,色降,47.579,,,1991,32.301,3.3,88,1.324166667,7.945,4.551,1.297,7.782,2.422
10698,230896,Iron Man & Hulk: Heroes United,12.196,,,2013,12.868,5.8,71,7.159,42.954,13.937,3.176571429,27.964,13.336
10699,231001,All Hallows' Eve,21.293,,,2013,22.689,6,82,3.542285714,35.424,10.311,4.982285714,37.876,6.714
10700,231164,甘い鞭,14.771,,,2013,14.352,5.912,118,5.245,39.87,11.814,2.450285714,20.88,3.481
10701,231474,The Hunters,8.03,,,2013,10.745,5.671,85,10.55028571,96.984,17.2,1.493142857,28.89,1.988
10702,232175,Gimme Shelter,8.642,7500000,1359910,2013,7.075,6.7,101,16.53157143,131.385,25.181,0.659,5.213,0.716
10703,232572,A Walk in the Woods,10.731,8000000,37461274,2015,8.233,6,104,17.25171429,157.009,27.383,4.940285714,63.512,19.213
10704,232672,Blended,77.503,40000000,127994610,2014,76.763,6.856,117,62.828,650.526,142.715,9.580142857,138.526,40.282
10705,232679,When the Game Stands Tall,12.042,15000000,30127963,2014,9.406,6.6,115,22.23071429,291.442,45.59,2.654428571,18.581,5.474
10706,232771,"Promiscuidade, os Pivetes de Kátia",13.307,,,1984,14.735,5.6,90,1.247,9.929,1.723,1.133333333,3.4,1.4
10707,233063,Fack ju Göhte,10.01,5000000,77676735,2013,9.521,7.017,119,9.885857143,141.809,14.583,1.582428571,29.381,2.349
10708,233470,Jamesy Boy,13.253,,,2014,11.514,6.393,109,18.713,141.318,33.215,1.705714286,20.149,3.272
10709,233639,Ostwind,10.166,,,2013,9.004,7.404,105,4.185428571,39.045,7.39,1.186,26.302,3.755
10710,233651,セックス・ライダー　濡れたハイウェイ,18.099,,,1971,14.231,6,68,1.781142857,12.468,4.744,0.8125,1.625,1.025
10711,233863,Jimi Hendrix: Hear My Train a Comin',8.148,,,2020,4.806,8.1,90,4.720142857,71.33,5.987,0.748285714,7.038,1.258
10712,234004,Ratchet & Clank,12.962,20000000,8821329,2016,14.367,5.788,94,20.38742857,183.21,39.067,1.471857143,19.232,2.188
10713,234200,Pride,10.764,,7523634,2014,12.976,7.744,122,17.51128571,235.041,32.177,1.340428571,12.983,2.546
10714,234212,Demonic,10.472,3000000,3387000,2015,10.792,5.301,83,12.53385714,100.551,22.298,4.178285714,55.21,16.034
10715,234284,イヴの時間 劇場版,9.754,,,2010,11.67,7.306,106,7.096142857,56.159,9.559,1.5144,7.572,2.886
10716,235260,Son of God,30.299,22000000,67800064,2014,33.924,6.839,138,9.994714286,126.729,14.821,3.796,38.93,13.842
10717,235271,Addicted,18.136,,17534314,2014,22.22,5.8,105,8.845142857,77.794,16.305,1.550714286,17.039,2.685
10718,235331,残酷・女高生(性)私刑,35.938,,,1975,27.236,3,63,3.067,26.276,6.186,0.731714286,7.522,1.4
10719,235662,Snow Bride,8.748,,,2014,8.263,6.352,85,9.847571429,97.53,23.296,1.811714286,20.368,2.839
10720,235704,동창생,9.898,,,2013,16.72,7.3,113,8.278428571,87.269,11.027,1.206571429,17.446,2.086
10721,236399,Flowers in the Attic,22.498,,,2014,13.927,6.6,90,13.95057143,113.501,37.627,2.571714286,18.602,11.362
10722,236735,La isla mínima,9.516,4000000,5169755,2014,15.397,7.026,105,4.009428571,38.646,5.955,1.535,29.368,1.799
10723,236751,Heaven Is for Real,31.876,12000000,101332962,2014,28.256,6.679,99,18.97185714,139.062,52.487,4.078714286,37.972,8.913
10724,237756,Kill Me Three Times,8.625,,,2015,10.086,5.621,90,14.72957143,105.22,25.406,1.918142857,41.943,2.744
10725,237791,Hoje Eu Quero Voltar Sozinho,10.252,2700000,,2014,11.186,8,96,1.479142857,15.978,2.189,0.869142857,9.684,1.38
10726,238215,The Cobbler,18.42,,,2014,19.357,5.8,99,27.76857143,267.878,40.282,4.607857143,112.123,6.054
10727,238302,Saving Santa,10.145,7500000,,2013,10.861,5.3,83,12.31128571,112.247,22.472,0.796285714,8.574,1.388
10728,238589,Enemies Closer,9.113,5000000,,2013,9.481,5.25,85,12.64628571,94.659,30.87,5.885714286,72.256,12.75
10729,238603,Earth to Echo,10.357,13000000,45300000,2014,8.651,5.9,89,6.446714286,74.109,7.567,4.404571429,66.667,13.909
10730,238615,Self/less,23.444,26000000,31807156,2015,21.037,6.403,117,24.80914286,270.097,66.915,3.302,91.022,7.068
10731,238628,Mandariinid,9.089,,,2013,7.659,7.671,87,1.727714286,18.283,2.375,0.786857143,11.508,1.4
10732,238636,The Purge: Anarchy,56.048,9000000,111928365,2014,48.659,6.661,104,15.83142857,230.103,29.338,6.937285714,124.892,17.124
10733,238675,恋は緑の風の中,8.456,,,1974,6.864,10,93,2.839857143,22.557,4.691,0.872285714,6.706,1.553
10734,238713,Spy,21.318,65000000,235666219,2015,20.01,6.823,120,40.25014286,454.091,126.384,4.528714286,146.405,5.994
10735,238751,Best of the Best,12.015,5000000,1700000,1989,14.702,6.524,97,15.01828571,150.78,24.345,2.457285714,22.601,8.388
10736,238811,无人区,9.806,2320000,,2013,9.39,6.61,118,3.082,18.492,8.201,1.051,8.557,1.765
10737,239103,Lauf Junge lauf,9.266,,,2013,7.566,7.1,108,4.316285714,35.04,7.413,0.857142857,6.6,1.38
10738,239459,No Half Measures: Creating the Final Season of Breaking Bad,26.897,,,2013,19.678,8.469,135,34.79871429,520.256,57.227,0.79,3.16,0.98
10739,239523,劇場版 HUNTER×HUNTER -The LAST MISSION-,30.538,,7449778,2013,30.044,6.939,97,7.826714286,92.586,10.994,1.671571429,93.893,1.746
10740,239526,BUDDHA 2 手塚治虫のブッダ -終わりなき旅-,11.373,,,2014,16.783,7.639,120,4.182857143,29.28,6.292,1.946571429,27.045,6.418
10741,239529,ルパン三世VS名探偵コナン THE MOVIE,14.826,,,2013,15.697,6.844,106,8.661857143,151.675,12.948,3.981428571,179.385,5.096
10742,239562,The Single Moms Club,12.49,,16337881,2014,11.539,6,111,18.43414286,151.18,29.914,7.163666667,42.982,12.914
10743,239563,St. Vincent,14.314,13000000,54837234,2014,13.207,7.094,102,18.47228571,232.243,25.834,6.374,64.724,21.188
10744,239566,Get on Up,12.074,30000000,33448971,2014,10.577,6.8,139,16.95171429,258.458,27.878,4.245285714,68.306,5.546
10745,239571,The Best of Me,16.149,26000000,35926213,2014,25.459,7.471,117,15.65442857,184.148,29.499,2.005857143,40.167,2.475
10746,239573,Unfinished Business,9.902,35000000,14431253,2015,17.26,5.43,91,18.96871429,171.191,31.496,2.731,31.932,5.531
10747,239678,This Is Where I Leave You,11.376,19800000,41296320,2014,11,6.56,103,27.28685714,291.939,43.92,7.723714286,229.892,16.86
10748,240341,攻殻機動隊ARISE border: 3 Ghost Tears,13.264,,,2014,14.2,6.86,59,5.682,45.19,10.156,3.060714286,55.548,5.618
10749,240483,Robot Overlords,15.383,21000000,,2015,18.48,4.853,90,13.86571429,143.602,24.919,2.451285714,104.599,6.263
10750,240745,Cymbeline,8.778,,,2014,7.783,3.9,97,38.46371429,376.239,58.892,2.645571429,49.473,8.012
10751,240832,Lucy,58.253,40000000,458863600,2014,55.841,6.429,89,25.90157143,243.827,67.261,5.709714286,109.308,10.374
10752,240916,Reasonable Doubt,11.99,8000000,,2014,14.381,5.825,91,13.49814286,102.64,45.38,2.172,79.121,3.788
10753,241004,Tintin et le lac aux requins,8.645,,,1972,11.317,6.033,81,1.622714286,12.559,5.059,1.220857143,13.461,2.558
10754,241239,A Most Violent Year,15.951,20000000,12007070,2014,19.379,6.607,124,15.95428571,239.388,30.143,2.671428571,79.88,4.617
10755,241251,The Boy Next Door,16.505,4000000,52425855,2015,17.267,4.837,91,11.556,117.488,17.38,5.454571429,91.199,17.38
10756,241254,The Prince,16.638,18000000,1289595,2014,15.184,4.9,93,14.47628571,148.032,33.804,2.533142857,56.295,4.282
10757,241257,Regression,11.182,,17671101,2015,15.273,5.6,106,20.809,238.953,35.422,3.557285714,55.549,4.582
10758,241258,Incarnate,10.792,5000000,6341855,2016,14.465,5.366,91,12.35357143,131.857,18.384,3.012857143,96.88,6.642
10759,241259,Alice Through the Looking Glass,39.652,170000000,299457024,2016,39.63,6.551,113,26.258,409.815,39.677,6.135285714,140.042,16.631
10760,241554,Run All Night,21.825,50000000,71561644,2015,26.598,6.4,114,30.50414286,325.832,77.831,3.866857143,84.694,5.108
10761,241771,Beyond the Lights,8.122,7000000,14618727,2014,8.374,6.9,116,13.87042857,177.33,21.646,2.378857143,72.063,3.258
10762,241842,Død Snø 2,12.181,,37473,2014,12.553,6.556,100,7.436285714,87.268,13.822,3.716142857,29.013,7.579
10763,241843,Cooties,12.361,,581011,2014,19.259,5.909,88,14.30442857,184.763,23.775,12.24414286,189.549,30.781
10764,241848,The Guest,18.588,5000000,2700051,2014,15.988,6.6,100,23.95128571,216.193,62.279,7.150142857,82.186,31.895
10765,241863,神さまの言うとおり,24.21,,,2014,20.205,7.236,117,12.00185714,177.694,34.561,2.310714286,21.575,10.033
10766,242022,The Inbetweeners 2,8.18,,,2014,6.509,6.158,96,6.410714286,80.401,8.428,1.103714286,12.026,1.4
10767,242042,Barefoot,13.621,6000000,15071,2014,11.869,6.58,90,14.415,187.645,30.864,0.941428571,6.59,1.733
10768,242076,The Bag Man,8.745,,56574,2014,10.767,5.3,108,17.42485714,127.697,59.348,2.371714286,22.01,8.984
10769,242090,The One I Love,8.432,,513447,2014,7.496,6.9,92,8.424428571,65.571,18.174,12.68228571,117.93,18.769
10770,242095,The Signal,53.473,4000000,2665322,2014,22.506,5.99,97,21.49114286,153.55,76.658,1.637,44.616,2.783
10771,242166,Red Sky,9.313,25000000,,2014,9.901,4.6,100,12.769,133.281,24.856,2.488714286,23.515,8.811
10772,242224,The Babadook,59.757,2000000,10312540,2014,26.86,6.52,94,5.415142857,59.308,15.694,1.791857143,54.972,2.823
10773,242310,Rage,14.002,15000000,2424381,2014,17.682,5.265,98,26.07671429,221.155,85.61,1.961,40.062,4.042
10774,242454,용의자,8.799,,,2013,8.778,6.993,137,8.058714286,80.471,17.194,1.639714286,26.821,1.999
10775,242512,Ouija,26.614,5000000,103590271,2014,32.046,5.2,89,13.23585714,114.958,22.116,5.513285714,84.651,17.124
10776,242546,ベヨネッタ ブラッディフェイト,22.713,,,2013,25.188,6.5,91,5.496142857,46.969,7.372,1.864285714,33.979,3.198
10777,242562,女囚611 ～獣牝たちの館,12.629,,,2007,9.728,3.5,75,3.206857143,26.087,9.418,0.6,1.2,0.6
10778,242582,Nightcrawler,47.236,8500000,50300000,2014,48.023,7.699,118,16.65014286,185.627,35.271,11.51671429,238.028,35.271
10779,242606,Keep Watching,11.011,,,2017,13.755,5.129,90,14.14985714,115.98,29.786,1.586857143,30.12,4.767
10780,242643,Batman: Assault on Arkham,16.109,,4571025,2014,18.374,7.36,75,18.27728571,177.222,36.229,2.418714286,18.783,4.983
10781,242828,思い出のマーニー,24.938,,34949567,2014,25.195,7.976,103,10.54885714,91.7,41.004,3.060857143,94.938,6.583
10782,242959,야관문 : 욕망의 꽃,10.007,,,2013,9.888,4.9,95,1.967,7.868,4.818,0.6,1.8,0.6
10783,243443,Alligator Alley,12.911,,,2000,8.217,5.9,108,0.969,4.845,2.397,1.4985,2.997,2.397
10784,243526,Faults,8.728,,,2014,8.3,6.7,90,21.13371429,158.544,62.279,8.814571429,66.282,46.548
10785,243683,Step Up All In,37.346,45000000,86165646,2014,32.193,6.833,112,7.243428571,164.157,9.687,1.857571429,19.917,3.85
10786,243684,"Men, Women & Children",13.094,,461162,2014,12.691,6.479,116,31.49814286,343.682,52.02,3.445714286,31.921,4.789
10787,243688,Poltergeist,29.231,35000000,95437994,2015,33.252,5.196,93,12.043,108.603,18.235,9.653,158.988,31.171
10788,243914,熱風海陸ブシロード,10.067,,,2013,13.055,7.1,90,5.178666667,31.072,12.16,1.110666667,3.332,1.38
10789,243935,Rob the Mob,9.266,,206909,2014,10.578,6.124,104,17.14885714,205.652,24.316,6.878142857,92.373,24.316
10790,243938,Hot Tub Time Machine 2,15.845,36000000,64780213,2015,12.23,5.2,93,20.34671429,211.771,28.418,2.923428571,68.843,8.509
10791,243940,The Lazarus Effect,10.377,3300000,64110728,2015,13.627,5.25,83,15.777,117.905,38.41,3.003,46.338,7.342
10792,244063,Jongens,12.388,,,2014,11.111,7.7,78,4.021142857,36.023,5.772,0.916857143,20.218,1.512
10793,244267,I Origins,14.266,,336472,2014,15.214,7.592,106,10.38,84.782,15.767,3.520571429,61.544,13.493
10794,244316,Into the Grizzly Maze,11.041,10000000,,2015,12.594,5.344,94,21.56057143,214.082,34.36,2.035142857,33.724,4.628
10795,244403,Rudderless,9.497,5000000,58293,2014,10.117,7.2,105,27.732,220.927,76.658,5.618857143,41.132,17.551
10796,244458,The Voices,11.167,,,2014,9.385,6.242,101,24.28885714,180.865,66.915,2.686,31.452,5.239
10797,244478,Another Gantz,11.077,,,2011,15.162,7.1,130,5.055333333,30.332,8.205,1.914666667,5.744,3.371
10798,244506,Camp X-Ray,16.011,1000000,59744,2014,18.97,6.8,117,9.334714286,80.669,24.942,1.656285714,28.602,3.258
10799,244509,Cold in July,9.734,,427418,2014,10.534,6.562,109,9.645,85.101,14.77,1.772571429,76.591,2.183
10800,244539,Infinitely Polar Bear,9.367,6700000,1430655,2014,7.644,6.65,87,20.988,165.47,101.525,6.433285714,58.974,20.829
10801,244566,Life After Beth,13.847,2400000,88273,2014,17.003,5.479,90,20.34285714,202.944,54.568,2.229,93.075,2.718
10802,244610,The Den,8.618,500000,410129,2013,6.49,6,77,2.897714286,26.358,5.258,0.71,16.97,0.84
10803,244761,The Captive,18.925,,1075178,2014,16.978,5.8,112,22.387,197.167,66.915,1.427,19.249,2.268
10804,244784,Sechs Schwedinnen im Pensionat,98.549,,,1979,143.662,5.4,91,42.83257143,304.72,266.357,1.960833333,11.765,3.055
10805,244786,Whiplash,66.955,3300000,13092000,2014,60.61,8.377,107,16.91642857,182.02,33.677,3.828142857,78.862,6.01
10806,244875,The Whale,8.121,,,2013,8.263,5.3,90,9.284142857,67.863,17.257,2.83,2.83,2.83
10807,244908,La signora della notte,12.505,,,1986,8.883,4.9,90,5.493857143,39.657,24.796,1.420714286,9.945,3.826
10808,245168,Suffragette,9.557,14000000,16002420,2015,14.357,7.26,106,20.65442857,206.412,39.677,2.430857143,59.761,3.082
10809,245473,Cloud 9,11.1,,,2014,9.123,6.921,90,13.11228571,118.99,28.89,2.739857143,20.393,9.328
10810,245538,ワンピース エピソード・オブ・メリー ～もうひとりの仲間の物語～,10.45,,,2013,10.55,7.369,107,8.252857143,74.298,10.736,0.70675,2.827,1.027
10811,245685,Postman Pat: The Movie,9.177,,,2014,6.598,4.9,88,14.13314286,181.93,28.354,1.029857143,7.209,2.245
10812,245692,The Search,8.092,25000000,,2014,4.529,6.833,149,5.521571429,44.439,20.897,2.047142857,42.981,4.748
10813,245698,Pawn Sacrifice,12.277,19000000,5578519,2015,8.511,6.735,115,18.047,228.051,32.956,10.27785714,171.851,32.956
10814,245700,Mr. Turner,8.944,,5405500,2014,8.819,6.527,150,13.77242857,274.548,24.776,3.049571429,47.232,5.638
10815,245703,Midnight Special,13.579,18000000,6740647,2016,11.233,6.219,112,15.01371429,182.225,22.772,3.071857143,58.4,4.351
10816,245706,True Story,11.2,,5261595,2015,7.602,6.269,99,18.79714286,223.796,36.903,8.063,101.147,36.891
10817,245842,The King's Daughter,23.127,40500000,2182492,2022,22.075,7.2,94,26.06371429,223.588,52.4,3.012,64.852,3.669
10818,245846,Strangerland,8.064,10000000,111107,2015,7.987,5.306,111,12.995,94.164,31.496,1.423428571,20.887,2.19
10819,245881,Scooby-Doo! Haunted Holidays,8.843,,,2012,5.702,8.5,22,13.35342857,96.078,37.034,1.8315,10.989,4.435
10820,245891,John Wick,440.45,20000000,88761661,2014,541.824,7.396,101,57.84271429,638.424,135.859,40.99528571,396.194,135.859
10821,245906,She's Funny That Way,9.308,,3118433,2014,8.795,5.918,93,27.81685714,383.476,47.038,6.867714286,54.523,22.385
10822,245913,Pelé: Birth of a Legend,19.078,,27312,2016,30.459,7.393,107,12.12842857,120.733,21.643,2.705428571,42.856,4.132
10823,245916,Kill the Messenger,8.024,5000000,5218973,2014,12.947,6.643,112,32.50528571,399.323,47.562,7.486714286,54.207,44.555
10824,245917,劇場版 銀魂 完結篇 万事屋よ永遠なれ,16.877,,,2013,14.951,8.04,110,7.762285714,78.878,12.579,1.617428571,19.874,2.785
10825,245992,変態家族 新妻淫乱責め,11.517,10000,1000000,2005,12.656,6.1,56,2.3326,11.663,8.405,0.6,1.2,0.6
10826,246080,Black Sea,10.294,,1171559,2014,11.356,6.237,115,12.37528571,122.436,22.042,2.404285714,98.345,4.773
10827,246196,レイプゾンビ3 LUST OF THE DEAD,22.805,,,2013,24.941,5.8,68,5.624714286,61.982,10.376,1.6,16,2.585
10828,246355,Saw,19.803,2000,,2003,13.967,6.984,10,2.50325,10.013,7.413,6.880166667,41.281,16.034
10829,246400,"20,000 Days on Earth",8.782,,,2014,7.784,7.1,97,6.249,45.543,16.464,1.502857143,23.212,4.834
10830,246403,Tusk,19.162,3000000,1882074,2014,23.197,5.469,102,16.50357143,135.297,31.738,7.012142857,112.586,9.205
10831,246464,そらのおとしものFinal 永遠の私の鳥籠,14.523,,,2014,11.252,7.879,49,5.888142857,45.506,16.858,0.725857143,6.281,1.473
10832,246594,Mega Shark vs. Mecha Shark,8.893,,,2014,6.476,4.129,90,5.966,60.485,14.699,2.086428571,36.69,3.255
10833,246655,X-Men: Apocalypse,67.534,178000000,543934787,2016,61.071,6.516,144,36.32,562.506,57.845,7.798142857,151.353,13.336
10834,246741,What We Do in the Shadows,12.048,1600000,6263224,2014,11.504,7.571,86,11.21828571,121.936,21.762,18.39114286,135.84,21.762
10835,246860,Clouds of Sils Maria,11.497,6600000,1851517,2014,9.155,6.654,124,14.85157143,132.25,44.814,1.847714286,26.486,2.589
10836,247136,Ｍ家の新妻　変態洗礼,37.666,,,2009,49.431,5.65,85,2.453,12.265,6.849,0.960666667,2.882,1.442
10837,247182,El Niño,9.914,7013004,,2014,10.202,6.534,136,14.10814286,116.729,57.153,1.984428571,30.792,3.024
10838,247236,喜愛夜蒲3,8.191,,1012821,2014,5.485,4.7,93,3.820285714,41.019,6.895,0.921857143,7.653,1.052
10839,247788,Der 7bte Zwerg,8.927,,,2014,8.147,5.438,87,2.819571429,38.085,4.448,1.491428571,12.24,4.448
10840,247849,Одноклассники.ru: НаCLICKай удачу,10.809,,,2013,7.984,3.675,104,5.944285714,59.148,14.16,0.678857143,4.752,0.98
10841,248424,"Papita, maní, tostón",10.421,,,2013,6.383,7.7,112,0.996,12.972,2.72,0.6,13.8,0.6
10842,248504,Sharknado 2: The Second One,9.193,,,2014,10.139,4.632,86,13.26414286,169.398,17.073,3.041285714,59.697,7.426
10843,248574,Barely Lethal,13.523,,6075,2015,17.119,5.8,96,38.59057143,408.41,89.681,2.059857143,20.696,3.749
10844,248611,Mea Culpa,8.103,,3736775,2014,9.555,6.342,90,5.249285714,80.588,10.54,2.325142857,20.401,5.442
10845,249070,Hitman: Agent 47,40.476,35000000,81967450,2015,45.632,5.807,96,14.12585714,159.974,18.834,15.122,164.398,56.969
10846,249164,If I Stay,23.419,11000000,78274843,2014,24.438,7.383,106,18.07028571,225.455,44.814,1.969714286,23.826,5.162
10847,249397,Nymphomaniac: Vol. II,53.752,,4934725,2013,50.504,6.768,124,32.92885714,343.644,53.88,4.045857143,37.48,8.677
10848,249660,God's Not Dead,29.984,17000000,29789000,2014,24.783,6.057,113,7.432,73.176,18.319,2.072142857,25.541,5.293
10849,249688,The End of the Tour,12.669,,3002884,2015,8.929,7.1,106,13.924,115.445,33.382,1.794142857,37.234,3.113
10850,249923,Someone Marry Barry,8.384,,,2014,7.013,5.6,86,14.12642857,162.092,21.321,1.834285714,23.902,3.711
10851,250066,American Heist,10.097,10000000,,2014,15.186,4.785,94,15.21457143,127.822,31.451,1.448571429,59.856,1.885
10852,250124,The Diary of a Teenage Girl,9.348,2000000,1477002,2015,11.193,6.609,102,11.01157143,89.157,20.256,3.133285714,42.493,4.896
10853,250219,Smetto quando voglio,8.879,2000000,54606,2014,5.663,7.435,100,4.331571429,57.75,6.625,2.197857143,42.57,2.796
10854,250225,The Duke of Burgundy,8.672,1000000,,2014,7.57,6.444,104,3.628142857,26.969,12.17,1.649285714,28.175,2.839
10855,250388,Rampage: Capital Punishment,11.53,,,2014,11.016,6,93,10.95142857,79.725,27.867,4.245285714,50.629,15.533
10856,250480,The Many Adventures of Winnie the Pooh,27.241,,,1977,23.745,7.255,74,8.621428571,72.609,15.088,3.643428571,69.89,4.779
10857,250538,The Good Lie,10.575,20000000,3396345,2014,9.677,7.4,110,9.002142857,129.931,19.123,6.266142857,69.427,17.229
10858,250546,Annabelle,36.76,6500000,257047661,2014,39.156,5.748,99,12.525,127.331,30.041,6.353428571,110.997,16.034
10859,250574,Creep,13.999,,,2014,12.602,6.374,82,6.623333333,19.87,11.228,4.754285714,42.932,11.228
10860,250658,The Internet's Own Boy: The Story of Aaron Swartz,8.08,,48911,2014,8.742,7.875,105,0.769666667,4.618,1.238,1.919571429,22.917,7.588
10861,250734,Far from the Madding Crowd,14.679,,30229977,2015,10.923,7.055,119,15.31042857,147.251,34.337,2.032,57.648,3.082
10862,251321,Aloft,8.43,8000000,53086,2014,6.426,5.6,112,30.81157143,223.416,118.021,3.305142857,52.373,8.913
10863,251387,The Night Crew,11.363,3000000,,2015,6.678,5.2,89,12.60142857,110.163,24.203,2.094142857,18.859,7.113
10864,251471,Beyond the Brick: A LEGO® Brickumentary,8.216,650000,,2014,6.971,5.8,93,22.486,44.972,43.92,0.712285714,16.386,0.968
10865,251516,Kung Fury,8.801,630019,,2015,8.473,7.48,32,6.313571429,57.167,26.318,1.805857143,24.041,3.504
10866,251519,Son of Batman,18.402,,,2014,18.091,7,74,17.50728571,131.766,40.604,2.631428571,21.52,9.428
10867,251768,JLA Adventures: Trapped in Time,17.736,,,2014,16.904,6.7,52,10.89671429,103.562,13.87,1.689,12.423,4.435
10868,251783,Pleasure or Pain,27.243,,,2013,22.912,4.8,102,3.980857143,30.274,12.21,2.039285714,16.675,4.711
10869,251852,The Scribbler,8.75,,,2014,6.801,5.1,88,20.80171429,214.724,26.671,1.632571429,19.284,3.8
10870,251981,渇き。,9.198,,6457479,2014,11.776,6.446,118,6.975857143,113.743,8.727,1.751857143,31.331,2.729
10871,252164,Pressure,8.987,,,2015,8.847,5.7,91,8.053428571,56.374,17.92,1.808285714,46.997,3.284
10872,252171,A Girl Walks Home Alone at Night,11.248,1000000,395000,2014,10.007,6.837,99,6.185571429,50.585,11.066,4.953428571,79.987,19.138
10873,252178,'71,12.708,11000000,3200000,2014,11.934,6.774,99,23.42842857,262.757,42.484,1.764285714,66.659,2.829
10874,252444,Cásese quien pueda,11.744,,15998618,2014,11.521,7.367,107,3.728428571,28.641,10.771,5.428,16.284,7.842
