Index,id,original_title,popularity,budget,revenue,release_date,popularity,vote_average,runtime,top_casts_popularity_avg,casts_popularity_sum,top_cast_popularity,top_crews_popularity_avg,crews_popularity_sum,top_crew_popularity
2507,9570,The Black Hole,11.919,20000000,35841901,1979,13.566,5.827,98,12.73185714,100.506,18.828,2.768428571,50.481,5.753
2508,9571,Dazed and Confused,21.411,6900000,7993039,1993,12.447,7.3,102,28.97557143,341.108,56.383,3.636142857,40.301,5.817
2509,9573,Blood Work,13.136,50000000,31794718,2002,14.05,6.153,110,19.08128571,181.399,50.802,17.17114286,165.244,50.802
2510,9574,Flubber,13.434,80000000,177977226,1997,13.996,5.634,93,19.171,167.342,35.72,5.656857143,113.095,9.318
2511,9576,Tootsie,14.775,21000000,177200000,1982,19.435,7.205,116,15.14957143,201.923,18.646,6.227428571,80.405,10.209
2512,9581,全職殺手,8.171,,,2001,8.317,6.816,102,9.987571429,82.948,33.921,8.050285714,63.378,33.921
2513,9582,A Guy Thing,10.684,20000000,17432163,2003,14.795,5.948,101,21.02328571,342.716,27.22,2.402285714,21.025,3.682
2514,9583,Divine Secrets of the Ya-Ya Sisterhood,10.07,27000000,73839240,2002,11.929,6.1,116,19.96442857,232.555,37.924,4.941714286,60.269,11.244
2515,9584,Convoy,13.768,12000000,45000000,1978,18.202,6.315,110,9.586428571,136.52,17.428,6.52,76.267,16.258
2516,9585,Not Without My Daughter,13.324,,14789113,1991,13.451,6.6,116,9.660714286,89.827,20.854,2.445142857,25.938,5.421
2517,9586,The Bonfire of the Vanities,9.076,47000000,15691192,1990,13.512,5.6,125,38.44357143,464.067,99.618,5.563571429,52.58,8.775
2518,9587,Little Women,18.91,18000000,50083616,1994,22.338,7.297,115,25.72957143,335.621,38.154,3.051857143,67.678,6.22
2519,9588,Quigley Down Under,11.247,,,1990,15.36,6.66,119,11.537,121.741,25.106,2.949,31.093,5.709
2520,9589,Christiane F. - Wir Kinder vom Bahnhof Zoo,17.111,,,1981,16.154,7.328,131,5.562428571,47.663,14.173,2.419857143,25.01,3.741
2521,9591,That Thing You Do!,14.029,26000000,34585416,1996,16.007,6.884,108,44.71742857,493.015,100.285,31.97728571,325.462,100.285
2522,9592,Open Water 2: Adrift,15.029,1200000,,2006,17.201,5.501,94,8.735833333,52.415,19.923,1.620142857,20.961,2.588
2523,9593,Last Action Hero,20.963,85000000,137300000,1993,21.985,6.409,131,30.65385714,523.759,47.562,8.871571429,206.522,20.992
2524,9594,Double Impact,27.822,15000000,30102717,1991,27.096,6.058,110,14.18457143,165.279,30.87,16.77114286,192.023,30.87
2525,9595,Hot Shots!,25.336,26000000,181096164,1991,25.827,6.546,84,22.74428571,307.232,31.732,5.399714286,109.013,7.847
2526,9597,Vidocq,10.695,,13240767,2001,12.037,5.888,98,6.423428571,56.033,17.895,1.882857143,14.38,3.674
2527,9598,Babe,18.638,30000000,254134910,1995,21.116,6.2,91,12.428,126.104,27.207,3.484571429,59.032,7.341
2528,9599,The Blob,15.514,19000000,8247943,1988,21.835,6.712,95,14.17142857,161.892,29.75,5.348,123.416,12.467
2529,9600,Big Momma's House,21.55,30000000,173959438,2000,29.459,5.803,98,20.50185714,219.284,38.172,10.72285714,107.899,38.172
2530,9602,Coming to America,27.552,39000000,288752301,1988,29.515,6.861,117,23.17428571,342.873,51.265,7.848857143,123.509,28.645
2531,9603,Clueless,38.727,12000000,56631572,1995,28.252,7.287,97,24.09985714,266.823,53.651,5.209,107.818,6.027
2532,9604,Red Heat,14.46,29000000,34994648,1988,18.972,6.177,104,24.44314286,276.093,54.756,6.787142857,83.919,8.254
2533,9605,Single White Female,14.877,16000000,48017402,1992,11.81,6.283,107,12.47714286,109.545,29.538,2.602714286,77.425,3.577
2534,9606,メトロポリス,16.101,15000000,4035192,2001,15.001,7.094,108,6.479,113.927,9.215,3.400142857,92.981,7.934
2535,9607,Super Mario Bros.,71.574,48000000,20915465,1993,71.616,4.2,104,22.74328571,226.676,54.329,3.787857143,41.436,8.307
2536,9609,Of Mice and Men,11.361,,5471088,1992,18.54,7.3,110,15.10414286,144.541,28.364,5.457857143,52.98,13.793
2537,9610,Conan the Destroyer,19.438,18000000,31042035,1984,16.418,6.077,103,13.18257143,107.851,26.079,5.458428571,108.289,5.8
2538,9611,Romy and Michele's High School Reunion,9.987,20000000,29235353,1997,12.098,6.206,92,14.53057143,183.909,30.382,3.038714286,100.801,4.488
2539,9612,Coneheads,18.356,33000000,21274717,1993,19.317,5.32,87,20.43057143,340.403,38.272,5.500571429,45.482,21.399
2540,9613,Spider,10.486,,,2002,12.309,6.587,98,10.98442857,95.718,33.557,4.396428571,57.329,9.545
2541,9614,Happy Gilmore,19.173,12000000,41205099,1996,16.543,6.6,92,21.83271429,219.25,38.272,10.26842857,131.57,38.272
2542,9615,The Fast and the Furious: Tokyo Drift,16.815,85000000,158468292,2006,18.492,6.425,104,20.27885714,336.844,43.07,7.726428571,133.373,12.422
2543,9616,The Order,14.541,35000000,11560806,2003,16.893,5.719,102,11.49257143,91.616,21.055,4.618285714,114.323,6.354
2544,9618,Tango & Cash,19.368,55000000,63408614,1989,13.686,6.42,104,23.50171429,324.797,42.223,4.482714286,98.162,6.446
2545,9619,Dante's Peak,27.335,116000000,178127760,1997,31.136,6.158,108,17.89157143,187.328,62.667,5.825,268.529,7.188
2546,9620,Paycheck,13.503,60000000,95427515,2003,14.979,6.179,119,22.98942857,335.502,37.019,5.594285714,177.737,7.093
2547,9621,Elizabethtown,11.357,57000000,52164016,2005,12.754,6.191,123,25.51928571,277.882,33.782,9.186571429,180.398,38.346
2548,9622,Beverly Hills Ninja,14.492,,,1997,14.156,5.651,88,11.12771429,160.771,17.076,2.203142857,18.777,4.793
2549,9623,The Juror,9.357,44000000,22754725,1996,11.59,5.545,118,17.08285714,158.496,30.811,1.888714286,16.12,3.73
2550,9624,On Deadly Ground,13.053,50000000,49000000,1994,15.943,5.1,102,18.87314286,207.517,31.47,7.616571429,57.185,20.794
2551,9625,The Glimmer Man,10.967,45000000,20350000,1996,11.368,5.486,92,24.23828571,237.782,61.897,5.961142857,48.812,20.794
2552,9626,Red Sonja,15.221,17900000,6948633,1985,16.033,5.284,89,11.71414286,112.988,23.308,2.762428571,33.508,4.574
2553,9631,The Negotiator,17.16,50000000,44547681,1998,20.474,7.063,140,21.42271429,293.15,51.265,5.570571429,188.848,7.489
2554,9636,Control,12.252,6800000,,2004,9.355,6.1,104,22.216,198.77,41.251,2.541142857,39.81,3.431
2555,9637,Scooby-Doo,64.181,84000000,275650703,2002,57.452,6.048,88,23.63028571,276.121,40.779,11.58885714,218.074,27.329
2556,9638,Phantasm,12.721,300000,11988469,1979,20.111,6.613,89,2.747285714,26.592,3.914,3.274,34.651,4.672
2557,9641,Cheaper by the Dozen 2,15.999,60000000,129181830,2005,19.832,6.13,94,23.27014286,375.489,45.201,5.763714286,67.982,17.534
2558,9642,Astérix et les Vikings,12.667,,22501596,2006,14.044,6.1,78,17.147,211.801,22.986,1.586571429,12.906,2.744
2559,9644,National Lampoon's Loaded Weapon 1,10.101,,,1993,11.208,5.992,84,26.80057143,394.176,45.38,3.480571429,78.875,7.415
2560,9645,Ghost Ship,29.67,35000000,68349884,2002,32.895,5.926,91,18.16785714,144.525,32.713,5.002571429,129.484,11.735
2561,9647,Scrooged,12.832,32000000,60328558,1988,13.969,6.8,101,20.152,374.48,28.93,5.136142857,98.535,7.342
2562,9651,Supergirl,19.625,35000000,14296438,1984,19.164,5.5,124,12.45571429,128.813,17.144,4.752142857,53.721,6.198
2563,9652,Professione: reporter,8.215,,,1975,9.705,7.312,126,6.050857143,47.533,13.447,3.329714286,35.06,4.236
2564,9654,The Italian Job,24.879,60000000,176070171,2003,31.973,6.757,110,44.52914286,391.886,123.947,4.205714286,192.299,4.686
2565,9655,She's the Man,20.386,20000000,33889159,2006,25.656,6.779,105,21.00342857,323.121,47.907,5.261714286,184.101,9.685
2566,9656,Black Christmas,11.425,9000000,21510851,2006,12.8,5.18,95,22.28585714,266.166,53.826,3.681571429,53.654,6.782
2567,9659,Mad Max,30.639,300000,8771757,1979,25.836,6.7,91,8.039571429,102.817,30.765,3.928142857,35.976,7.341
2568,9660,Operation Petticoat,13.313,,6800000,1959,9.299,7.182,124,12.56014286,173.24,29.591,2.096,30.398,4.703
2569,9662,Les Triplettes de Belleville,11.908,9500000,14776760,2003,9.898,7.374,80,1.659,12.813,4.943,1.331714286,13.522,3.126
2570,9663,Starman,14.136,22000000,28744356,1984,10.231,6.899,115,15.56257143,159.604,35.101,5.487285714,105.101,12.982
2571,9664,Flyboys,10.54,60000000,17834865,2006,13.908,6.5,138,15.24385714,131.609,37.702,4.442857143,91.475,9.904
2572,9665,Glory,20.762,18000000,26828365,1989,20.14,7.478,122,28.75914286,325.945,64.203,5.487428571,83.162,9.983
2573,9666,呪怨2,17.239,20000000,70700000,2003,13.257,6.317,92,5.094142857,56.116,8.51,2.146142857,21.117,4.175
2574,9667,The Jacket,16.359,29000000,21733230,2005,16.739,6.886,103,23.57671429,241.707,37.58,7.763714286,110.821,26.779
2575,9669,リング 2,15.256,6000000,31365000,1999,14.32,5.708,95,14.35414286,123.644,56.363,2.469571429,17.287,4.314
2576,9671,Crocodile Dundee,14.828,5000000,328203506,1986,20.198,6.387,104,9.468285714,129.041,12.216,5.149571429,42.238,12.216
2577,9672,Infamous,10.686,13000000,2689799,2006,13.268,6.538,110,38.87571429,363.844,73.951,2.238285714,43.922,3.897
2578,9675,Sideways,15.409,16000000,109502303,2004,15.729,7.074,127,16.21628571,156.348,23.537,2.497142857,35.278,3.583
2579,9676,The Black Dahlia,11.041,50000000,49111202,2006,17.43,5.634,121,30.12771429,391.436,55.876,4.571,128.553,8.775
2580,9678,Little Nicky,18.372,85000000,58292295,2000,22.332,5.87,90,41.22114286,552.217,115.717,15.75057143,301.606,38.272
2581,9679,Gone in Sixty Seconds,29.806,90000000,237202299,2000,33.869,6.396,118,38.64042857,545.061,82.701,5.821142857,159.273,8.426
2582,9681,Casanova,14.675,,37691644,2005,15.04,6.46,112,139.5117143,1115.912,831.818,2.572285714,22.72,7.35
2583,9682,Pulse,10.625,38000000,29907685,2006,9.944,4.999,90,23.282,224.737,40.789,4.198857143,61.662,8.973
2584,9683,Bubble Boy,10.112,,,2001,11.007,5.698,84,25.05942857,358.854,35.271,3.441,33.97,4.7
2585,9684,Sweet and Lowdown,12.282,,,1999,11.225,6.849,95,20.20685714,260.872,37.019,5.402142857,113.797,11.14
2586,9686,New York Stories,10.699,15000000,10763469,1989,10.224,6.3,124,22.39271429,301.395,31.451,8.822428571,91.241,14.733
2587,9687,Keeping Mum,13.268,169000,18564702,2005,9.499,6.608,103,14.50357143,126.099,21.754,1.431285714,13.081,2.174
2588,9688,Melinda and Melinda,9.482,,20085825,2004,12.341,6.3,100,22.59171429,276.062,39.252,4.690571429,82.459,11.14
2589,9689,Hollywood Ending,9.831,16000000,,2002,9.808,6.559,112,13.80342857,188.348,23.198,5.978571429,102.755,14.465
2590,9691,Assassins,17.546,50000000,30303072,1995,19.074,6.466,132,19.78857143,204.232,39.067,9.965428571,178.227,13.114
2591,9693,Children of Men,25.307,76000000,70595464,2006,24.226,7.604,109,26.36657143,324.431,58.251,6.232428571,381.334,6.787
2592,9694,着信アリ,11.964,1700000,16200000,2003,10.437,6.146,112,4.903857143,35.907,12.681,2.623285714,25.335,9.442
2593,9696,殺し屋1,14.07,1400010,80631,2001,20.211,6.984,129,7.911571429,97.121,12.438,2.497571429,22.883,9.442
2594,9697,Lady in the Water,11.705,70000000,72785169,2006,12.103,5.6,110,17.49814286,247.016,24.959,9.205714286,193.217,14.74
2595,9699,Trail of the Pink Panther,9.894,,9056073,1982,8.774,5.242,96,12.24742857,171.339,18.954,3.819714286,35.102,4.703
2596,9701,North Country,11.42,35000000,25224242,2005,14.476,7.226,126,34.93457143,348.145,47.987,2.514285714,37.97,4.16
2597,9702,Bound by Honor,57.947,35000000,,1993,46.285,8.102,190,18.87257143,223.594,24.677,5.094857143,43.387,9.766
2598,9703,The Last Legion,12.921,67000000,25303038,2007,16.594,5.608,102,21.82785714,249.449,35.962,3.828714286,54.875,5.8
2599,9705,Swordfish,18.42,102000000,147080413,2001,18.62,6.214,99,27.39671429,350.026,69.107,4.799428571,128.547,6.277
2600,9706,らせん,12.474,2900000,12662948,1998,10.034,5.3,97,12.59071429,98.811,56.363,1.988285714,15.118,4.314
2601,9708,The Wicker Man,22.306,40000000,38805380,2006,20.835,4.3,102,28.14557143,298.255,82.701,20.21771429,297.489,82.701
2602,9709,My Summer of Love,15.882,,,2005,13.992,6.2,86,12.10171429,85.312,50.996,2.532571429,28.168,4.458
2603,9710,Allan Quatermain and the Lost City of Gold,13.526,,,1986,14.151,4.78,99,13.371,101.627,32.667,3.394,72.902,4.555
2604,9711,Species III,22.196,,,2004,21.82,5.3,111,12.80014286,132.349,28.666,3.548857143,90.32,4.336
2605,9713,Holy Man,10.375,60000000,12069719,1998,8.71,5.198,114,21.93557143,208.761,31.732,4.779714286,66.819,6.767
2606,9714,Home Alone 3,25.673,32000000,79082515,1997,23.52,5.281,102,17.66757143,190.835,55.876,8.604428571,207.567,15.061
2607,9715,Hope Floats,12.969,30000000,81471882,1998,12.757,6.33,114,18.56528571,152.808,37.924,20.72828571,227.572,43.138
2608,9716,Everyone Says I Love You,11.777,20000000,,1996,9.583,6.517,101,29.24071429,411.109,50.77,6.712714286,136.279,14.465
2609,9717,Shoot to Kill,8.307,,29300000,1988,9.694,6.628,109,18.38214286,156.5,45.734,2.456428571,27.807,3.912
2610,9718,Talladega Nights: The Ballad of Ricky Bobby,18.147,72500000,162966177,2006,14.865,6.3,106,19.54242857,320.841,34.495,8.891428571,247.526,11.014
2611,9721,7 Seconds,8.298,13000000,,2005,10.788,5.576,96,8.148571429,78.293,20.402,5.408857143,51.86,28.302
2612,9722,Bewitched,15.414,85000000,131426169,2005,13.27,5,102,25.64428571,374.082,31.496,3.884428571,39.064,5.489
2613,9724,The Mistress of Spices,10.442,,,2005,12.107,6.118,92,8.483,70.974,15.637,3.028571429,22.4,3.764
2614,9725,Friday the 13th Part 2,24.593,1250000,21722776,1981,23.233,6.14,86,6.696142857,72.679,12.404,4.183571429,42.628,8.664
2615,9726,A Good Year,14.014,35000000,42064105,2006,17.112,6.7,117,23.74328571,324.224,39.36,5.922714286,98.967,11.484
2616,9727,End Game,10.753,5000000,208101,2006,9.684,5.5,93,19.05771429,205.385,24.127,3.387285714,43.77,5.518
2617,9728,Friday the 13th Part III,24.349,4000000,36690067,1982,31.011,5.863,95,5.879714286,64.247,8.664,4.473285714,57.712,8.664
2618,9729,Where the Truth Lies,9.355,25000000,,2005,10.249,6.221,107,18.82028571,183.526,46.701,1.853857143,34.688,2.744
2619,9730,Friday the 13th: The Final Chapter,30.129,2600000,32980880,1984,26.023,6.105,91,12.174,209.646,19.823,3.479571429,60.869,9.205
2620,9731,Friday the 13th: A New Beginning,22.397,2200000,21930418,1985,24.138,5.3,92,6.585428571,82.435,18.652,2.641,29.956,4.245
2621,9732,The Lion King II: Simba's Pride,71.253,,,1998,67.635,6.942,81,21.22342857,221.884,33.885,3.001,41.227,3.293
2622,9737,Bad Boys,35.755,19000000,141407024,1995,28.801,6.781,119,20.31342857,267.493,35.052,7.320285714,189.835,17.124
2623,9738,Fantastic Four,30.218,100000000,333535934,2005,27.899,5.772,106,25.18028571,364.481,50.15,8.329142857,259.242,13.788
2624,9739,Demolition Man,28.729,57000000,58055768,1993,33.906,6.669,115,31.16685714,352.569,52.843,6.706857143,200.306,12.091
2625,9741,Unbreakable,25.534,75000000,248118121,2000,24.017,7.136,106,22.77571429,247.409,51.265,9.130571429,154.831,14.74
2626,9742,Werner - Beinhart!,8.833,,,1990,8.345,6.6,93,3.321571429,43.994,5.427,2.183428571,70.545,2.92
2627,9745,Jack Frost,14.792,27000000,,1998,14.647,5.949,101,15.57257143,192.98,26.739,3.361714286,55.897,4.02
2628,9746,Kundun,13.509,28000000,5684789,1997,14.179,6.899,134,0.911,11.777,1.331,5.137714286,49.392,15.775
2629,9749,Fletch,11.84,8000000,59612888,1985,11.547,6.737,98,15.23042857,171.256,26.317,5.674285714,84.896,7.107
2630,9750,Balls of Fury,10.147,,41098065,2007,7.447,5.2,90,27.42614286,296.584,53.205,13.81771429,102.586,61.897
2631,9753,Survival Island,20.215,9000000,,2006,20.859,5.307,95,7.933,60.425,22.752,2.455,41.719,3.942
2632,9754,Firewall,11.911,45000000,82800000,2006,14.105,5.804,105,26.538,241.651,53.205,3.652,131.455,6.669
2633,9756,Half Light,10.928,,,2006,10.904,5.978,110,7.830285714,64.117,20.796,1.16,9.92,1.616
2634,9757,Norbit,43.094,10000000,159313561,2007,41.383,5.589,102,22.56485714,260.53,34.023,10.69128571,78.701,28.645
2635,9759,Cellular,17.805,25000000,57678321,2004,15.261,6.376,94,38.858,400.408,123.947,5.619285714,72.975,10.758
2636,9760,Epic Movie,23.269,20000000,86865564,2007,18.661,3.897,85,21.39857143,369.108,42.831,4.087571429,64.072,9.609
2637,9762,Step Up,33.497,,,2006,31.525,6.876,104,14.22828571,188.111,47.907,6.815285714,75.651,16.818
2638,9763,Goal!,20.11,10000000,27610873,2005,21.84,6.701,118,14.38771429,148.751,24.608,3.411428571,132.207,5.818
2639,9764,Дерсу Узала,11.509,4000000,,1975,13.955,8.029,141,2.013571429,20.678,4.156,6.304857143,52.264,15.841
2640,9766,Gridiron Gang,29.245,30000000,41480851,2006,21.677,7,125,17.68871429,256.184,27.543,2.363428571,22.255,3.685
2641,9767,The Break-Up,18.411,52000000,205668210,2006,19.351,5.841,106,38.25828571,408.59,56.383,14.03142857,256.514,30.32
2642,9768,Cry-Baby,17.102,11000000,8266343,1990,14.55,6.568,85,19.21185714,200.75,41.794,5.786857143,65.273,7.756
2643,9769,Lolita,58.444,62000000,1071255,1997,61.601,7.115,137,11.21057143,98.77,22.717,3.726714286,66.525,8.638
2644,9770,Mad City,10.873,50000000,10541523,1997,10.803,6.255,114,22.05485714,251.843,49.932,3.029714286,50.767,6.237
2645,9771,Major League: Back to the Minors,9.672,,3572443,1998,9.856,5.023,107,14.77342857,131.548,19.479,1.808,21.443,3.103
2646,9772,Air Force One,24.997,85000000,315156409,1997,23.691,6.454,124,27.30342857,426.57,62.785,8.393571429,199.413,19.695
2647,9773,Alien Autopsy,10.131,,,2006,10.478,5.56,95,13.85671429,198.076,37.52,2.306857143,20.442,3.691
2648,9776,Head of State,11.394,35200000,37788228,2003,14.161,5.518,95,14.685,187.513,23.663,7.884428571,57.163,16.723
2649,9777,Proof,10.196,20000000,7535331,2005,9.978,6.3,101,25.826,196.725,51.818,2.535714286,43.769,3.963
2650,9778,Serendipity,13.682,28000000,77516304,2001,21.194,6.888,90,17.12557143,203.864,29.209,2.955857143,57.723,4.006
2651,9779,The Sisterhood of the Traveling Pants,15.894,25000000,39053061,2005,12.787,6.462,119,17.33257143,255.845,25.107,3.294714286,31.002,5.283
2652,9781,Detroit Rock City,10.784,6500000,4217115,1999,14.596,6.681,95,25.27457143,266.751,55.961,3.372714286,32.093,7.382
2653,9783,Sublime,8.319,,,2007,8.879,5.306,113,11.21671429,116.187,23.162,1.357666667,8.146,2.588
2654,9785,The Invisible,12.349,30000000,26810113,2007,10.275,6.361,102,12.36385714,142.555,21.093,3.784857143,68.971,9.262
2655,9786,Art School Confidential,9.906,,,2006,11.254,6.1,102,18.30757143,321.142,24.645,4.133428571,32.554,20.246
2656,9787,Lords of Dogtown,13.069,25000000,13411957,2005,11.897,7.1,107,24.17557143,462.15,31.825,7.473,286.321,12.964
2657,9788,Accepted,16.441,23000000,38505009,2006,20.662,6.374,93,17.37214286,238.656,31.009,2.295714286,39.487,3.997
2658,9789,Mio fratello è figlio unico,9.325,5000000,6463286,2007,10.601,6.8,108,5.524142857,57.229,11.821,2.320714286,73.444,3.422
2659,9791,Animal Factory,9.519,3600000,43805,2000,11.95,6.337,94,24.63342857,242.804,41.251,16.53657143,168.79,28.302
2660,9792,The Hills Have Eyes,37.861,15000000,69623713,2006,35.93,6.413,107,14.83428571,140.284,29.6,5.917571429,142.255,8.973
2661,9793,The Hills Have Eyes 2,32.506,15000000,37697773,2007,41.591,5.515,89,8.504285714,101.368,12.759,5.277285714,46.179,8.973
2662,9794,Employee of the Month,8.838,12000000,38368909,2006,13.281,5.536,103,9.333714286,93.512,11.06,2.292571429,51.876,3.587
2663,9796,Turistas,12.698,10000000,,2006,16.071,5.455,93,15.67542857,119.237,36.404,5.434285714,107.335,7.48
2664,9797,Иван Грозный,8.373,,,1944,8.053,7.37,99,1.670285714,20.446,2.668,2.317142857,20.476,2.594
2665,9798,Enemy of the State,18.393,90000000,250649836,1998,18.646,6.991,132,31.82571429,598.898,52.843,6.021,99.338,11.083
2666,9799,The Fast and the Furious,8.089,38000000,207283925,2001,8.505,6.939,106,27.36657143,274.767,43.07,6.813,191.729,11.999
2667,9800,Philadelphia,18.524,26000000,206678440,1993,22.091,7.729,126,32.68771429,379.825,99.618,3.816285714,82.825,5.14
2668,9801,Bridget Jones: The Edge of Reason,17.832,40000000,262500000,2004,17.408,6.254,108,18.572,343.187,25.358,5.352142857,140.358,9.449
2669,9802,The Rock,31.444,75000000,335062621,1996,34.596,7.093,137,36.214,452.798,82.701,11.21342857,149.782,23.374
2670,9804,Waterworld,19.461,175000000,264218220,1995,27.414,6.166,135,28.842,312.389,67.824,13.49671429,254.513,67.824
2671,9805,(T)Raumschiff Surprise - Periode 1,9.918,9000000,76341401,2004,9.193,6.211,87,5.806857143,74.084,13.231,2.592,92.386,3.842
2672,9806,The Incredibles,64.084,92000000,631442092,2004,61.749,7.702,115,20.86871429,308.246,45.38,9.152142857,336.122,11.392
2673,9807,Superfantagenio,11.513,,,1986,8.352,5.434,95,5.806,52.981,10.472,2.647714286,36.371,3.203
2674,9809,Let's Go to Prison,12.191,4000000,4630045,2006,12.553,5.684,84,19.99128571,173.859,50.23,10.77042857,93.77,50.23
2675,9812,Thursday,9.683,,3121,1998,10.848,6.979,84,18.26514286,165.431,30.947,2.405285714,23.317,3.389
2676,9813,The Quiet,11.919,900000,381420,2005,10.714,6.2,96,14.002,112.39,30.465,6.315428571,55.953,30.465
2677,9815,Goal! II: Living the Dream,17.443,10000000,7864905,2007,16.387,5.977,115,13.184,152.885,19.095,2.308571429,25.926,5.108
2678,9816,Save the Last Dance,12.784,13000000,131706809,2001,18.003,6.561,113,13.27928571,111.594,27.22,2.341428571,27.906,6.248
2679,9817,Save the Last Dance 2,9.943,,,2006,14.191,5.527,90,7.735285714,65.802,19.356,1.212714286,11.591,1.863
2680,9819,Marvin's Room,10.349,23000000,12803305,1996,11.619,6.7,98,32.16742857,272.493,77.271,10.00385714,108.753,57.826
2681,9820,The Parent Trap,68.335,15000000,92108518,1998,74.403,7.15,128,17.38514286,173.222,46.211,5.302428571,83.901,5.981
2682,9821,The Mighty,9.87,,2652246,1998,9.131,7.2,100,16.86071429,172.642,34.224,2.026428571,30.207,3.273
2683,9822,Mighty Joe Young,11.478,90000000,,1998,11.211,6.2,114,17.93371429,212.964,47.987,4.403857143,54.309,8.254
2684,9823,Mortal Kombat: Annihilation,24.024,30000000,51376861,1997,22.279,4.493,95,9.651,126.619,17.582,3.051571429,40.886,4.261
2685,9824,Mystery Men,12.372,68000000,29762011,1999,14.317,5.79,121,23.67871429,368.815,35.98,2.973428571,27.244,4.719
2686,9825,Lake Placid,18.785,27000000,56870414,1999,19.352,5.888,82,25.22057143,236.19,37.52,4.759285714,146.852,8.664
2687,9826,The Phantom,16.011,45000000,17300889,1996,14.964,5.195,100,17.35785714,194.181,22.752,3.159714286,65.802,4.554
2688,9827,Phantoms,9.52,,5624282,1998,8.308,5.456,91,17.57728571,179.86,33.869,2.961142857,49.897,3.95
2689,9828,Unknown,8.991,3700000,3419456,2006,12.494,6.223,98,22.902,271.703,45.59,1.374714286,21.263,2.295
2690,9829,United 93,13.873,15000000,76286096,2006,15.295,7.119,111,8.717285714,114.325,12.987,4.228285714,157.414,5.657
2691,9833,The Phantom of the Opera,20.637,70000000,154648887,2004,21.732,7.27,143,28.435,327.62,64.394,4.148142857,79.712,4.17
2692,9834,The Net 2.0,8.176,,,2006,7.617,5.279,95,7.007285714,70.723,13.479,2.117714286,18.603,3.73
2693,9835,Jane Austen's Mafia!,11.177,10000000,19000000,1998,14.567,5.408,84,13.34814286,189.756,17.646,4.123571429,69.784,6.488
2694,9836,Happy Feet,46.167,100000000,384335608,2006,46.76,6.158,108,23.13542857,361.48,29.126,5.518857143,257.124,7.341
2695,9837,The Prince of Egypt,45.327,70000000,218613188,1998,43.251,7.2,99,32.30885714,357.017,46.476,4.904,69.03,12.807
2696,9838,King Solomon's Mines,10.661,12500000,15057465,1985,9.815,5.54,100,12.89685714,105.147,34.224,2.498,29.081,5.421
2697,9839,Beyond Borders,12.575,35000000,,2003,15.749,6.484,127,17.17414286,191.114,45.183,3.272857143,51.889,8.254
2698,9842,School for Scoundrels,9.82,20000000,17807569,2006,9.422,5.4,100,21.66471429,300.244,31.126,5.750714286,85.644,7.921
2699,9843,Big Nothing,8.203,,,2006,11.328,6.444,86,20.42085714,164.015,35.665,2.001,25.84,3.09
2700,9844,The Opposite of Sex,16.826,5000000,5879254,1998,14.119,6.2,105,21.50285714,165.73,76.23,2.403285714,38.054,5.727
2701,9845,Perdita Durango,8.989,7552917,2957970,1997,8.807,6.533,126,10.19071429,106.436,25.325,2.464285714,66.725,3.412
2702,9846,To Live and Die in L.A.,10.286,,17307019,1985,11.95,7.111,116,18.96585714,198.788,41.251,4.861857143,72.368,6.618
2703,9849,My Favorite Martian,10.795,65000000,36850101,1999,15.539,5.617,94,19.338,221.848,26.61,12.82957143,189.201,61.897
2704,9869,Patriot Games,14.605,45000000,178051587,1992,16.679,6.673,117,26.42185714,330.839,45.38,5.142142857,125.22,8.076
2705,9870,Forgetting Sarah Marshall,17.189,30000000,105173115,2008,20.267,6.479,111,38.94185714,440.072,65.703,4.162142857,112.89,9.793
2706,9871,Ginger Snaps,19.041,5000000,,2000,16.19,6.803,108,13.28285714,111.436,29.715,3.250428571,79.031,6.836
2707,9872,Explorers,11.398,25000000,9873044,1985,14.95,6.2,109,14.40328571,146.111,30.074,3.454428571,40.007,6.097
2708,9873,F/X,9.834,10000000,20603715,1986,13.936,6.425,109,19.18528571,167.642,56.117,1.787,17.887,3.06
2709,9874,Cobra,24.584,25000000,49042224,1986,31.267,6.047,87,17.28885714,180.722,42.223,10.37728571,194.065,42.223
2710,9876,Stop! Or My Mom Will Shoot,13.164,,70611210,1992,14.036,5.322,87,16.70714286,191.62,42.223,4.697142857,69.336,7.154
2711,9877,Urban Legend,11.652,14000000,72527595,1998,14.074,5.686,100,18.45257143,209.221,31.386,3.525571429,92.106,6.555
2712,9878,The Boy in the Plastic Bubble,9.372,,,1976,8.807,5.726,96,15.45342857,139.049,69.107,2.530571429,29.86,4.968
2713,9879,Striptease,35.4,50000000,113309743,1996,23.825,5.58,115,27.30828571,310.274,53.205,2.633142857,44.556,4.339
2714,9880,The Princess Diaries,33.937,37000000,165335153,2001,42.683,6.94,115,19.223,333.675,43.901,3.901571429,53.971,6.806
2715,9882,The Siege,15.557,70000000,116672912,1998,20.303,6.279,116,29.04771429,358.355,66.264,7.146571429,175.404,9.983
2716,9884,Collateral Damage,20.632,85000000,78382433,2002,19.348,5.744,108,27.466,397.461,54.329,4.577857143,207.314,6.426
2717,9885,Wolf Creek,15.218,1000000,30894796,2005,16.733,6.213,104,5.098428571,40.919,16.43,1.645285714,29.68,2.3
